code_dept,annee,trimestre,taux_chomage
63,2010,1,8.5
64,2010,1,7.8
65,2010,1,10.1
66,2010,1,12.2
67,2010,1,8.4
68,2010,1,9.0
69,2010,1,8.5
70,2010,1,8.8
71,2010,1,8.7
72,2010,1,8.8
73,2010,1,7.8
74,2010,1,7.6
75,2010,1,8.2
76,2010,1,10.2
77,2010,1,7.1
78,2010,1,6.6
79,2010,1,7.0
80,2010,1,11.0
81,2010,1,9.7
82,2010,1,9.6
84,2010,1,10.9
85,2010,1,7.6
86,2010,1,8.1
87,2010,1,8.4
88,2010,1,10.1
89,2010,1,8.8
90,2010,1,10.6
91,2010,1,6.6
92,2010,1,7.2
93,2010,1,11.1
94,2010,1,7.8
95,2010,1,9.0
83,2010,1,9.8
ZA,2010,1,
ZB,2010,1,
ZC,2010,1,
ZD,2010,1,
01,2010,2,6.9
02,2010,2,12.5
03,2010,2,9.1
04,2010,2,9.6
05,2010,2,7.5
06,2010,2,8.4
07,2010,2,9.3
08,2010,2,11.0
09,2010,2,10.3
10,2010,2,9.2
11,2010,2,12.0
12,2010,2,6.4
13,2010,2,11.3
14,2010,2,9.0
15,2010,2,5.6
16,2010,2,9.0
17,2010,2,9.6
18,2010,2,9.0
19,2010,2,6.4
2A,2010,2,8.1
2B,2010,2,8.8
21,2010,2,7.7
22,2010,2,7.6
23,2010,2,8.3
24,2010,2,9.0
25,2010,2,9.3
26,2010,2,9.6
27,2010,2,9.3
28,2010,2,8.5
29,2010,2,8.0
30,2010,2,11.8
31,2010,2,9.2
32,2010,2,6.8
33,2010,2,9.0
34,2010,2,12.3
35,2010,2,7.1
36,2010,2,8.3
37,2010,2,8.0
38,2010,2,7.8
39,2010,2,7.6
40,2010,2,7.9
41,2010,2,8.0
42,2010,2,9.1
43,2010,2,7.1
44,2010,2,8.1
45,2010,2,8.4
46,2010,2,8.1
47,2010,2,9.3
48,2010,2,4.9
49,2010,2,8.1
50,2010,2,7.8
51,2010,2,8.4
52,2010,2,8.8
53,2010,2,6.3
54,2010,2,8.9
55,2010,2,9.6
56,2010,2,8.1
57,2010,2,9.7
58,2010,2,9.2
59,2010,2,12.5
60,2010,2,9.3
61,2010,2,8.7
62,2010,2,12.1
63,2010,2,8.3
64,2010,2,7.7
65,2010,2,9.9
66,2010,2,12.2
67,2010,2,8.2
68,2010,2,8.8
69,2010,2,8.4
70,2010,2,8.6
71,2010,2,8.6
72,2010,2,8.7
73,2010,2,7.6
74,2010,2,7.5
75,2010,2,8.0
76,2010,2,10.3
77,2010,2,7.0
78,2010,2,6.5
79,2010,2,7.0
80,2010,2,10.9
81,2010,2,9.8
82,2010,2,9.6
84,2010,2,10.8
85,2010,2,7.5
86,2010,2,8.0
87,2010,2,8.4
88,2010,2,10.0
89,2010,2,8.8
90,2010,2,10.4
91,2010,2,6.6
92,2010,2,7.1
93,2010,2,11.1
94,2010,2,7.7
95,2010,2,9.0
83,2010,2,9.7
ZA,2010,2,
ZB,2010,2,
ZC,2010,2,
ZD,2010,2,
01,2010,3,6.6
02,2010,3,12.5
03,2010,3,9.2
04,2010,3,9.6
05,2010,3,7.8
06,2010,3,8.4
07,2010,3,9.2
08,2010,3,10.7
09,2010,3,10.4
10,2010,3,9.3
11,2010,3,12.0
12,2010,3,6.3
13,2010,3,11.4
14,2010,3,8.8
15,2010,3,5.5
16,2010,3,9.0
17,2010,3,9.5
18,2010,3,9.0
19,2010,3,6.4
2A,2010,3,8.1
2B,2010,3,8.8
21,2010,3,7.5
22,2010,3,7.5
23,2010,3,8.5
24,2010,3,9.1
25,2010,3,9.1
26,2010,3,9.5
27,2010,3,9.2
28,2010,3,8.4
29,2010,3,7.9
30,2010,3,11.7
31,2010,3,9.2
32,2010,3,6.7
33,2010,3,9.0
34,2010,3,12.3
35,2010,3,7.0
36,2010,3,7.9
37,2010,3,7.9
38,2010,3,7.8
39,2010,3,7.3
40,2010,3,8.0
41,2010,3,7.9
42,2010,3,8.9
43,2010,3,7.0
44,2010,3,8.0
45,2010,3,8.4
46,2010,3,8.1
47,2010,3,9.3
48,2010,3,5.0
49,2010,3,8.1
50,2010,3,7.7
51,2010,3,8.4
52,2010,3,8.6
53,2010,3,6.1
54,2010,3,9.0
55,2010,3,9.6
56,2010,3,7.9
57,2010,3,9.6
58,2010,3,9.0
59,2010,3,12.5
60,2010,3,9.3
61,2010,3,8.5
62,2010,3,12.1
63,2010,3,8.2
64,2010,3,7.7
65,2010,3,9.9
66,2010,3,11.9
67,2010,3,8.0
68,2010,3,8.9
69,2010,3,8.3
70,2010,3,8.3
71,2010,3,8.5
72,2010,3,8.6
73,2010,3,7.4
74,2010,3,7.1
75,2010,3,8.0
76,2010,3,10.2
77,2010,3,7.0
78,2010,3,6.6
79,2010,3,6.9
80,2010,3,10.9
81,2010,3,9.7
82,2010,3,9.7
84,2010,3,10.8
85,2010,3,7.4
86,2010,3,8.0
87,2010,3,8.4
88,2010,3,9.9
89,2010,3,8.8
90,2010,3,10.1
91,2010,3,6.6
92,2010,3,7.0
93,2010,3,11.1
94,2010,3,7.7
95,2010,3,9.0
83,2010,3,9.7
ZA,2010,3,
ZB,2010,3,
ZC,2010,3,
ZD,2010,3,
01,2010,4,6.5
02,2010,4,12.5
03,2010,4,9.1
04,2010,4,9.6
05,2010,4,7.8
06,2010,4,8.5
07,2010,4,9.2
08,2010,4,10.5
09,2010,4,10.3
10,2010,4,9.4
11,2010,4,12.1
12,2010,4,6.3
13,2010,4,11.5
14,2010,4,8.8
15,2010,4,5.5
16,2010,4,9.0
17,2010,4,9.5
18,2010,4,8.9
19,2010,4,6.3
2A,2010,4,8.2
2B,2010,4,9.0
21,2010,4,7.5
22,2010,4,7.6
23,2010,4,8.7
24,2010,4,9.1
25,2010,4,8.7
26,2010,4,9.5
27,2010,4,9.2
28,2010,4,8.4
29,2010,4,7.8
30,2010,4,11.7
31,2010,4,9.2
32,2010,4,6.8
33,2010,4,9.0
34,2010,4,12.3
35,2010,4,7.0
36,2010,4,7.9
37,2010,4,7.8
38,2010,4,7.7
39,2010,4,7.0
40,2010,4,8.1
41,2010,4,7.8
42,2010,4,8.9
43,2010,4,7.0
44,2010,4,7.9
45,2010,4,8.4
46,2010,4,8.2
47,2010,4,9.1
48,2010,4,5.0
49,2010,4,7.9
50,2010,4,7.7
51,2010,4,8.3
52,2010,4,8.5
53,2010,4,5.9
54,2010,4,9.0
55,2010,4,9.5
56,2010,4,8.0
57,2010,4,9.6
58,2010,4,9.0
59,2010,4,12.4
60,2010,4,9.1
61,2010,4,8.6
62,2010,4,12.0
63,2010,4,8.1
64,2010,4,7.7
65,2010,4,9.6
66,2010,4,12.0
67,2010,4,7.9
68,2010,4,8.8
69,2010,4,8.3
70,2010,4,8.2
71,2010,4,8.5
72,2010,4,8.5
73,2010,4,7.4
74,2010,4,6.9
75,2010,4,8.1
76,2010,4,10.2
77,2010,4,7.0
78,2010,4,6.6
79,2010,4,6.8
80,2010,4,10.7
81,2010,4,9.8
82,2010,4,9.6
84,2010,4,10.9
85,2010,4,7.2
86,2010,4,8.0
87,2010,4,8.4
88,2010,4,9.8
89,2010,4,8.6
90,2010,4,9.8
91,2010,4,6.6
92,2010,4,7.1
93,2010,4,11.2
94,2010,4,7.8
95,2010,4,9.1
83,2010,4,9.8
ZA,2010,4,
ZB,2010,4,
ZC,2010,4,
ZD,2010,4,
01,2011,1,6.3
02,2011,1,12.5
03,2011,1,9.1
04,2011,1,9.6
05,2011,1,7.9
06,2011,1,8.5
07,2011,1,9.1
08,2011,1,10.4
09,2011,1,10.2
10,2011,1,9.5
11,2011,1,12.1
12,2011,1,6.2
13,2011,1,11.5
14,2011,1,8.8
15,2011,1,5.6
16,2011,1,9.0
17,2011,1,9.4
18,2011,1,8.9
19,2011,1,6.5
2A,2011,1,8.3
2B,2011,1,9.0
21,2011,1,7.4
22,2011,1,7.5
23,2011,1,8.8
24,2011,1,9.2
25,2011,1,8.5
26,2011,1,9.5
27,2011,1,9.1
28,2011,1,8.3
29,2011,1,7.8
30,2011,1,11.7
31,2011,1,9.1
32,2011,1,6.8
33,2011,1,9.0
34,2011,1,12.3
35,2011,1,6.8
36,2011,1,7.9
37,2011,1,7.7
38,2011,1,7.6
39,2011,1,6.8
40,2011,1,8.0
41,2011,1,7.7
42,2011,1,8.9
43,2011,1,7.0
44,2011,1,7.7
45,2011,1,8.3
46,2011,1,8.3
47,2011,1,9.1
48,2011,1,5.2
49,2011,1,7.8
50,2011,1,7.8
51,2011,1,8.3
52,2011,1,8.4
53,2011,1,5.8
54,2011,1,8.9
55,2011,1,9.4
56,2011,1,7.8
57,2011,1,9.4
58,2011,1,9.0
59,2011,1,12.2
60,2011,1,9.1
61,2011,1,8.5
62,2011,1,11.9
63,2011,1,8.0
64,2011,1,7.6
65,2011,1,10.0
66,2011,1,12.3
67,2011,1,7.8
68,2011,1,8.6
69,2011,1,8.2
70,2011,1,8.1
71,2011,1,8.3
72,2011,1,8.4
73,2011,1,7.3
74,2011,1,6.7
75,2011,1,7.9
76,2011,1,10.0
77,2011,1,7.0
78,2011,1,6.5
79,2011,1,6.6
80,2011,1,10.7
81,2011,1,9.9
82,2011,1,9.6
84,2011,1,11.0
85,2011,1,7.0
86,2011,1,7.9
87,2011,1,8.5
88,2011,1,9.8
89,2011,1,8.7
90,2011,1,9.4
91,2011,1,6.4
92,2011,1,7.0
93,2011,1,11.2
94,2011,1,7.8
95,2011,1,8.9
83,2011,1,9.9
ZA,2011,1,
ZB,2011,1,
ZC,2011,1,
ZD,2011,1,
01,2011,2,6.2
02,2011,2,12.5
03,2011,2,9.0
04,2011,2,9.7
05,2011,2,7.8
06,2011,2,8.4
07,2011,2,9.0
08,2011,2,10.5
09,2011,2,10.2
10,2011,2,9.5
11,2011,2,12.0
12,2011,2,6.1
13,2011,2,11.4
14,2011,2,8.7
15,2011,2,5.6
16,2011,2,9.0
17,2011,2,9.2
18,2011,2,8.9
19,2011,2,6.5
2A,2011,2,8.2
2B,2011,2,8.9
21,2011,2,7.3
22,2011,2,7.5
23,2011,2,8.8
24,2011,2,9.2
25,2011,2,8.3
26,2011,2,9.3
27,2011,2,9.1
28,2011,2,8.3
29,2011,2,7.7
30,2011,2,11.7
31,2011,2,9.0
32,2011,2,6.8
33,2011,2,8.9
34,2011,2,12.4
35,2011,2,6.7
36,2011,2,7.8
37,2011,2,7.6
38,2011,2,7.5
39,2011,2,6.6
40,2011,2,8.0
41,2011,2,7.5
42,2011,2,8.8
43,2011,2,7.0
44,2011,2,7.5
45,2011,2,8.2
46,2011,2,8.4
47,2011,2,8.9
48,2011,2,5.1
49,2011,2,7.8
50,2011,2,7.7
51,2011,2,8.3
52,2011,2,8.3
53,2011,2,5.6
54,2011,2,8.7
55,2011,2,9.2
56,2011,2,7.7
57,2011,2,9.2
58,2011,2,8.9
59,2011,2,12.1
60,2011,2,8.9
61,2011,2,8.3
62,2011,2,11.9
63,2011,2,7.9
64,2011,2,7.6
65,2011,2,9.9
66,2011,2,12.1
67,2011,2,7.7
68,2011,2,8.5
69,2011,2,8.2
70,2011,2,8.1
71,2011,2,8.3
72,2011,2,8.3
73,2011,2,7.1
74,2011,2,6.5
75,2011,2,7.7
76,2011,2,10.1
77,2011,2,6.9
78,2011,2,6.4
79,2011,2,6.5
80,2011,2,10.5
81,2011,2,9.8
82,2011,2,9.4
84,2011,2,11.2
85,2011,2,6.9
86,2011,2,7.8
87,2011,2,8.4
88,2011,2,9.8
89,2011,2,8.6
90,2011,2,9.1
91,2011,2,6.4
92,2011,2,6.9
93,2011,2,11.2
94,2011,2,7.7
95,2011,2,8.9
83,2011,2,9.9
ZA,2011,2,
ZB,2011,2,
ZC,2011,2,
ZD,2011,2,
01,2011,3,6.3
02,2011,3,12.5
03,2011,3,9.2
04,2011,3,10.1
05,2011,3,8.1
06,2011,3,8.7
07,2011,3,9.3
08,2011,3,10.9
09,2011,3,10.7
10,2011,3,9.8
11,2011,3,12.2
12,2011,3,6.2
13,2011,3,11.5
14,2011,3,8.8
15,2011,3,5.9
16,2011,3,9.2
17,2011,3,9.3
18,2011,3,9.1
19,2011,3,6.6
2A,2011,3,8.3
2B,2011,3,9.0
21,2011,3,7.4
22,2011,3,7.7
23,2011,3,8.9
24,2011,3,9.5
25,2011,3,8.3
26,2011,3,9.6
27,2011,3,9.2
28,2011,3,8.4
29,2011,3,7.8
30,2011,3,11.9
31,2011,3,9.2
32,2011,3,6.9
33,2011,3,9.2
34,2011,3,12.6
35,2011,3,6.9
36,2011,3,8.1
37,2011,3,7.8
38,2011,3,7.6
39,2011,3,6.7
40,2011,3,8.1
41,2011,3,7.9
42,2011,3,8.9
43,2011,3,7.3
44,2011,3,7.5
45,2011,3,8.4
46,2011,3,8.6
47,2011,3,9.1
48,2011,3,5.3
49,2011,3,7.9
50,2011,3,7.7
51,2011,3,8.5
52,2011,3,8.5
53,2011,3,5.7
54,2011,3,8.8
55,2011,3,9.4
56,2011,3,7.9
57,2011,3,9.3
58,2011,3,9.1
59,2011,3,12.2
60,2011,3,8.9
61,2011,3,8.5
62,2011,3,12.1
63,2011,3,8.1
64,2011,3,7.6
65,2011,3,9.8
66,2011,3,12.6
67,2011,3,7.8
68,2011,3,8.7
69,2011,3,8.3
70,2011,3,8.3
71,2011,3,8.4
72,2011,3,8.3
73,2011,3,7.3
74,2011,3,6.7
75,2011,3,7.9
76,2011,3,10.2
77,2011,3,7.0
78,2011,3,6.4
79,2011,3,6.7
80,2011,3,10.6
81,2011,3,10.0
82,2011,3,10.0
84,2011,3,11.5
85,2011,3,7.1
86,2011,3,7.8
87,2011,3,8.5
88,2011,3,10.0
89,2011,3,8.7
90,2011,3,9.5
91,2011,3,6.6
92,2011,3,7.0
93,2011,3,11.4
94,2011,3,7.9
95,2011,3,9.0
83,2011,3,10.0
ZA,2011,3,
ZB,2011,3,
ZC,2011,3,
ZD,2011,3,
01,2011,4,6.5
02,2011,4,13.0
03,2011,4,9.4
04,2011,4,10.1
05,2011,4,8.3
06,2011,4,8.9
07,2011,4,9.6
08,2011,4,11.2
09,2011,4,11.1
10,2011,4,10.2
11,2011,4,12.5
12,2011,4,6.4
13,2011,4,11.7
14,2011,4,9.0
15,2011,4,6.1
16,2011,4,9.5
17,2011,4,9.4
18,2011,4,9.4
19,2011,4,6.9
2A,2011,4,8.4
2B,2011,4,9.2
21,2011,4,7.5
22,2011,4,7.9
23,2011,4,9.0
24,2011,4,9.8
25,2011,4,8.4
26,2011,4,9.8
27,2011,4,9.4
28,2011,4,8.4
29,2011,4,8.0
30,2011,4,12.1
31,2011,4,9.4
32,2011,4,7.0
33,2011,4,9.4
34,2011,4,12.9
35,2011,4,7.1
36,2011,4,8.4
37,2011,4,7.9
38,2011,4,7.7
39,2011,4,6.8
40,2011,4,8.3
41,2011,4,7.9
42,2011,4,9.0
43,2011,4,7.4
44,2011,4,7.7
45,2011,4,8.6
46,2011,4,8.9
47,2011,4,9.5
48,2011,4,5.4
49,2011,4,8.2
50,2011,4,7.7
51,2011,4,8.9
52,2011,4,8.7
53,2011,4,5.9
54,2011,4,9.1
55,2011,4,9.7
56,2011,4,8.0
57,2011,4,9.5
58,2011,4,9.4
59,2011,4,12.3
60,2011,4,9.1
61,2011,4,8.5
62,2011,4,12.3
63,2011,4,8.1
64,2011,4,7.8
65,2011,4,10.0
66,2011,4,12.9
67,2011,4,7.9
68,2011,4,8.9
69,2011,4,8.5
70,2011,4,8.5
71,2011,4,8.6
72,2011,4,8.5
73,2011,4,7.3
74,2011,4,6.8
75,2011,4,7.9
76,2011,4,10.3
77,2011,4,7.1
78,2011,4,6.5
79,2011,4,6.8
80,2011,4,11.1
81,2011,4,10.3
82,2011,4,10.3
84,2011,4,11.7
85,2011,4,7.3
86,2011,4,8.0
87,2011,4,8.8
88,2011,4,10.4
89,2011,4,8.9
90,2011,4,9.7
91,2011,4,6.6
92,2011,4,7.1
93,2011,4,11.6
94,2011,4,8.0
95,2011,4,9.1
83,2011,4,10.1
ZA,2011,4,
ZB,2011,4,
ZC,2011,4,
ZD,2011,4,
01,2012,1,6.6
02,2012,1,13.3
03,2012,1,9.5
04,2012,1,10.2
05,2012,1,8.3
06,2012,1,9.0
07,2012,1,9.6
08,2012,1,11.3
09,2012,1,11.3
10,2012,1,10.2
11,2012,1,12.7
12,2012,1,6.4
13,2012,1,11.7
14,2012,1,9.1
15,2012,1,6.2
16,2012,1,9.7
17,2012,1,9.5
18,2012,1,9.4
19,2012,1,7.1
2A,2012,1,8.4
2B,2012,1,9.2
21,2012,1,7.6
22,2012,1,7.9
23,2012,1,9.1
24,2012,1,9.9
25,2012,1,8.4
26,2012,1,9.9
27,2012,1,9.7
28,2012,1,8.6
29,2012,1,8.2
30,2012,1,12.1
31,2012,1,9.4
32,2012,1,7.1
33,2012,1,9.4
34,2012,1,13.1
35,2012,1,7.3
36,2012,1,8.5
37,2012,1,8.0
38,2012,1,7.8
39,2012,1,6.8
40,2012,1,8.5
41,2012,1,8.0
42,2012,1,9.1
43,2012,1,7.5
44,2012,1,7.7
45,2012,1,8.8
46,2012,1,9.0
47,2012,1,9.4
48,2012,1,5.5
49,2012,1,8.2
50,2012,1,7.7
51,2012,1,8.8
52,2012,1,8.7
53,2012,1,5.9
54,2012,1,9.2
55,2012,1,9.8
56,2012,1,8.1
57,2012,1,9.5
58,2012,1,9.5
59,2012,1,12.4
60,2012,1,9.3
61,2012,1,8.7
62,2012,1,12.5
63,2012,1,8.1
64,2012,1,7.9
65,2012,1,10.5
66,2012,1,13.3
67,2012,1,8.0
68,2012,1,9.0
69,2012,1,8.6
70,2012,1,8.7
71,2012,1,8.7
72,2012,1,8.6
73,2012,1,7.4
74,2012,1,6.9
75,2012,1,7.9
76,2012,1,10.5
77,2012,1,7.3
78,2012,1,6.6
79,2012,1,7.0
80,2012,1,11.3
81,2012,1,10.4
82,2012,1,10.2
84,2012,1,11.6
85,2012,1,7.4
86,2012,1,8.0
87,2012,1,8.9
88,2012,1,10.6
89,2012,1,8.9
90,2012,1,9.8
91,2012,1,6.7
92,2012,1,7.2
93,2012,1,11.7
94,2012,1,8.0
95,2012,1,9.2
83,2012,1,10.2
ZA,2012,1,
ZB,2012,1,
ZC,2012,1,
ZD,2012,1,
01,2012,2,6.8
02,2012,2,13.6
03,2012,2,9.8
04,2012,2,10.5
05,2012,2,8.5
06,2012,2,9.2
07,2012,2,10.0
08,2012,2,11.7
09,2012,2,11.5
10,2012,2,10.6
11,2012,2,12.9
12,2012,2,6.7
13,2012,2,11.8
14,2012,2,9.3
15,2012,2,6.4
16,2012,2,10.0
17,2012,2,9.8
18,2012,2,9.7
19,2012,2,7.4
2A,2012,2,8.6
2B,2012,2,9.3
21,2012,2,8.0
22,2012,2,8.1
23,2012,2,9.4
24,2012,2,10.3
25,2012,2,8.8
26,2012,2,10.3
27,2012,2,10.0
28,2012,2,9.0
29,2012,2,8.4
30,2012,2,12.5
31,2012,2,9.7
32,2012,2,7.2
33,2012,2,9.6
34,2012,2,13.4
35,2012,2,7.7
36,2012,2,8.6
37,2012,2,8.3
38,2012,2,8.0
39,2012,2,7.0
40,2012,2,8.7
41,2012,2,8.3
42,2012,2,9.4
43,2012,2,7.8
44,2012,2,7.9
45,2012,2,9.1
46,2012,2,9.1
47,2012,2,9.7
48,2012,2,5.6
49,2012,2,8.5
50,2012,2,7.9
51,2012,2,9.2
52,2012,2,9.0
53,2012,2,6.3
54,2012,2,9.5
55,2012,2,10.1
56,2012,2,8.4
57,2012,2,9.8
58,2012,2,9.6
59,2012,2,12.6
60,2012,2,9.6
61,2012,2,8.9
62,2012,2,12.8
63,2012,2,8.4
64,2012,2,8.1
65,2012,2,10.7
66,2012,2,13.6
67,2012,2,8.2
68,2012,2,9.3
69,2012,2,8.8
70,2012,2,9.1
71,2012,2,8.9
72,2012,2,8.9
73,2012,2,7.5
74,2012,2,7.1
75,2012,2,8.0
76,2012,2,10.6
77,2012,2,7.4
78,2012,2,6.8
79,2012,2,7.2
80,2012,2,11.6
81,2012,2,10.6
82,2012,2,10.2
84,2012,2,11.9
85,2012,2,7.6
86,2012,2,8.2
87,2012,2,9.2
88,2012,2,11.0
89,2012,2,9.4
90,2012,2,10.3
91,2012,2,6.9
92,2012,2,7.4
93,2012,2,12.0
94,2012,2,8.2
95,2012,2,9.4
83,2012,2,10.4
ZA,2012,2,
ZB,2012,2,
ZC,2012,2,
ZD,2012,2,
01,2012,3,6.9
02,2012,3,13.6
03,2012,3,9.8
04,2012,3,10.6
05,2012,3,8.6
06,2012,3,9.3
07,2012,3,10.0
08,2012,3,11.9
09,2012,3,11.4
10,2012,3,10.9
11,2012,3,12.9
12,2012,3,6.9
13,2012,3,11.8
14,2012,3,9.4
15,2012,3,6.4
16,2012,3,10.0
17,2012,3,9.8
18,2012,3,9.7
19,2012,3,7.5
2A,2012,3,8.6
2B,2012,3,9.2
21,2012,3,8.1
22,2012,3,8.3
23,2012,3,9.4
24,2012,3,10.3
25,2012,3,9.0
26,2012,3,10.4
27,2012,3,10.1
28,2012,3,9.1
29,2012,3,8.5
30,2012,3,12.6
31,2012,3,9.8
32,2012,3,7.4
33,2012,3,9.6
34,2012,3,13.4
35,2012,3,7.8
36,2012,3,8.9
37,2012,3,8.5
38,2012,3,8.0
39,2012,3,7.1
40,2012,3,8.9
41,2012,3,8.4
42,2012,3,9.5
43,2012,3,7.9
44,2012,3,8.0
45,2012,3,9.2
46,2012,3,9.1
47,2012,3,9.8
48,2012,3,5.6
49,2012,3,8.7
50,2012,3,8.0
51,2012,3,9.3
52,2012,3,9.3
53,2012,3,6.5
54,2012,3,9.5
55,2012,3,10.1
56,2012,3,8.5
57,2012,3,9.9
58,2012,3,9.6
59,2012,3,12.8
60,2012,3,9.6
61,2012,3,9.0
62,2012,3,12.9
63,2012,3,8.4
64,2012,3,8.2
65,2012,3,10.8
66,2012,3,13.7
67,2012,3,8.3
68,2012,3,9.4
69,2012,3,8.8
70,2012,3,9.5
71,2012,3,8.9
72,2012,3,9.1
73,2012,3,7.6
74,2012,3,7.1
75,2012,3,8.0
76,2012,3,10.8
77,2012,3,7.5
78,2012,3,6.8
79,2012,3,7.3
80,2012,3,11.6
81,2012,3,10.5
82,2012,3,10.3
84,2012,3,12.0
85,2012,3,7.7
86,2012,3,8.2
87,2012,3,9.2
88,2012,3,11.0
89,2012,3,9.6
90,2012,3,10.8
91,2012,3,6.9
92,2012,3,7.4
93,2012,3,12.1
94,2012,3,8.3
95,2012,3,9.4
83,2012,3,10.3
ZA,2012,3,
ZB,2012,3,
ZC,2012,3,
ZD,2012,3,
01,2012,4,7.1
02,2012,4,14.2
03,2012,4,10.2
04,2012,4,11.0
05,2012,4,8.9
06,2012,4,9.7
07,2012,4,10.5
08,2012,4,12.4
09,2012,4,12.1
10,2012,4,11.4
11,2012,4,13.7
12,2012,4,7.3
13,2012,4,12.1
14,2012,4,9.8
15,2012,4,6.8
16,2012,4,10.5
17,2012,4,10.2
18,2012,4,10.1
19,2012,4,8.1
2A,2012,4,9.1
2B,2012,4,9.7
21,2012,4,8.6
22,2012,4,8.6
23,2012,4,9.8
24,2012,4,10.6
25,2012,4,9.4
26,2012,4,10.8
27,2012,4,10.5
28,2012,4,9.6
29,2012,4,8.9
30,2012,4,13.1
31,2012,4,10.0
32,2012,4,7.7
33,2012,4,9.9
34,2012,4,14.0
35,2012,4,8.2
36,2012,4,9.2
37,2012,4,8.8
38,2012,4,8.4
39,2012,4,7.5
40,2012,4,9.1
41,2012,4,8.8
42,2012,4,10.0
43,2012,4,8.4
44,2012,4,8.3
45,2012,4,9.6
46,2012,4,9.5
47,2012,4,10.0
48,2012,4,6.0
49,2012,4,9.1
50,2012,4,8.3
51,2012,4,9.7
52,2012,4,9.9
53,2012,4,6.9
54,2012,4,9.9
55,2012,4,10.5
56,2012,4,8.9
57,2012,4,10.4
58,2012,4,9.9
59,2012,4,13.3
60,2012,4,10.1
61,2012,4,9.4
62,2012,4,13.5
63,2012,4,8.7
64,2012,4,8.4
65,2012,4,11.1
66,2012,4,14.4
67,2012,4,8.7
68,2012,4,9.8
69,2012,4,9.2
70,2012,4,10.2
71,2012,4,9.2
72,2012,4,9.7
73,2012,4,7.9
74,2012,4,7.4
75,2012,4,8.2
76,2012,4,11.2
77,2012,4,7.8
78,2012,4,7.1
79,2012,4,7.7
80,2012,4,12.1
81,2012,4,10.8
82,2012,4,10.7
84,2012,4,12.5
85,2012,4,8.0
86,2012,4,8.4
87,2012,4,9.5
88,2012,4,11.5
89,2012,4,10.0
90,2012,4,11.6
91,2012,4,7.2
92,2012,4,7.6
93,2012,4,12.4
94,2012,4,8.4
95,2012,4,9.8
83,2012,4,10.7
ZA,2012,4,
ZB,2012,4,
ZC,2012,4,
ZD,2012,4,
01,2013,1,7.3
02,2013,1,14.3
03,2013,1,10.3
04,2013,1,11.1
05,2013,1,9.2
06,2013,1,9.9
07,2013,1,10.7
08,2013,1,12.7
09,2013,1,12.4
10,2013,1,11.7
11,2013,1,13.9
12,2013,1,7.5
13,2013,1,12.3
14,2013,1,9.9
15,2013,1,6.9
16,2013,1,10.5
17,2013,1,10.4
18,2013,1,10.4
19,2013,1,8.2
2A,2013,1,9.2
2B,2013,1,10.0
21,2013,1,8.9
22,2013,1,8.8
23,2013,1,9.9
24,2013,1,10.7
25,2013,1,9.6
26,2013,1,11.0
27,2013,1,10.7
28,2013,1,9.7
29,2013,1,9.0
30,2013,1,13.4
31,2013,1,10.2
32,2013,1,8.0
33,2013,1,10.0
34,2013,1,14.2
35,2013,1,8.3
36,2013,1,9.4
37,2013,1,9.0
38,2013,1,8.4
39,2013,1,7.6
40,2013,1,9.3
41,2013,1,9.1
42,2013,1,10.1
43,2013,1,8.6
44,2013,1,8.4
45,2013,1,9.7
46,2013,1,9.6
47,2013,1,10.1
48,2013,1,6.1
49,2013,1,9.2
50,2013,1,8.4
51,2013,1,10.1
52,2013,1,10.1
53,2013,1,7.0
54,2013,1,10.1
55,2013,1,10.7
56,2013,1,9.1
57,2013,1,10.7
58,2013,1,10.0
59,2013,1,13.5
60,2013,1,10.3
61,2013,1,9.4
62,2013,1,13.7
63,2013,1,8.8
64,2013,1,8.6
65,2013,1,11.2
66,2013,1,14.6
67,2013,1,8.9
68,2013,1,10.0
69,2013,1,9.4
70,2013,1,10.3
71,2013,1,9.4
72,2013,1,9.9
73,2013,1,7.9
74,2013,1,7.5
75,2013,1,8.4
76,2013,1,11.4
77,2013,1,8.0
78,2013,1,7.3
79,2013,1,7.7
80,2013,1,12.3
81,2013,1,11.0
82,2013,1,11.0
84,2013,1,12.7
85,2013,1,8.2
86,2013,1,8.6
87,2013,1,9.7
88,2013,1,11.7
89,2013,1,10.2
90,2013,1,11.8
91,2013,1,7.4
92,2013,1,7.7
93,2013,1,12.7
94,2013,1,8.7
95,2013,1,10.1
83,2013,1,10.8
ZA,2013,1,
ZB,2013,1,
ZC,2013,1,
ZD,2013,1,
01,2013,2,7.3
02,2013,2,14.4
03,2013,2,10.3
04,2013,2,11.3
05,2013,2,9.4
06,2013,2,10.2
07,2013,2,10.8
08,2013,2,12.7
09,2013,2,12.5
10,2013,2,11.9
11,2013,2,14.1
12,2013,2,7.7
13,2013,2,12.4
14,2013,2,9.9
15,2013,2,7.0
16,2013,2,10.5
17,2013,2,10.7
18,2013,2,10.5
19,2013,2,8.3
2A,2013,2,9.3
2B,2013,2,10.2
21,2013,2,8.9
22,2013,2,9.0
23,2013,2,9.9
24,2013,2,10.7
25,2013,2,9.6
26,2013,2,11.0
27,2013,2,10.8
28,2013,2,9.7
29,2013,2,9.3
30,2013,2,13.7
31,2013,2,10.4
32,2013,2,8.2
33,2013,2,10.1
34,2013,2,14.4
35,2013,2,8.4
