id,nombre,taux_pour_mille,annee,indicateur_id,unite_de_compte_id,departement_code
123,10,0.0071689,2017,7,3,44
124,5,0.0073735,2017,7,3,45
125,2,0.0115056,2017,7,3,46
126,11,0.0330487,2017,7,3,47
127,1,0.0130547,2017,7,3,48
128,16,0.0196683,2017,7,3,49
129,4,0.0080502,2017,7,3,50
130,6,0.0105468,2017,7,3,51
131,0,0.0,2017,7,3,52
132,3,0.0097578,2017,7,3,53
133,7,0.0095435,2017,7,3,54
134,2,0.0106845,2017,7,3,55
135,10,0.013318,2017,7,3,56
136,17,0.016291,2017,7,3,57
137,2,0.0096533,2017,7,3,58
138,30,0.0115191,2017,7,3,59
139,11,0.0133414,2017,7,3,60
140,1,0.0035289,2017,7,3,61
141,15,0.0102179,2017,7,3,62
142,5,0.0076483,2017,7,3,63
143,7,0.010335,2017,7,3,64
144,0,0.0,2017,7,3,65
145,7,0.0147539,2017,7,3,66
146,4,0.0035538,2017,7,3,67
147,5,0.0065442,2017,7,3,68
148,20,0.01085,2017,7,3,69
149,3,0.0126765,2017,7,3,70
150,3,0.0054191,2017,7,3,71
151,5,0.008826,2017,7,3,72
152,8,0.018554,2017,7,3,73
153,12,0.0148633,2017,7,3,74
154,32,0.0146284,2017,7,3,75
155,11,0.0087693,2017,7,3,76
156,18,0.0128205,2017,7,3,77
157,11,0.0076481,2017,7,3,78
158,5,0.0133564,2017,7,3,79
159,7,0.0122283,2017,7,3,80
160,3,0.0077342,2017,7,3,81
161,3,0.0116122,2017,7,3,82
162,25,0.023613,2017,7,3,83
163,13,0.0232359,2017,7,3,84
164,3,0.0044428,2017,7,3,85
165,3,0.0068669,2017,7,3,86
166,1,0.0026708,2017,7,3,87
167,2,0.0054396,2017,7,3,88
168,6,0.0177362,2017,7,3,89
169,1,0.0070115,2017,7,3,90
170,13,0.0100299,2017,7,3,91
171,10,0.0062139,2017,7,3,92
172,26,0.0160186,2017,7,3,93
173,15,0.0108075,2017,7,3,94
174,7,0.0056975,2017,7,3,95
175,3,0.0096768,2018,7,3,10
176,13,0.0348707,2018,7,3,11
177,2,0.0071614,2018,7,3,12
178,74,0.0363751,2018,7,3,13
179,2,0.0028816,2018,7,3,14
180,3,0.0207232,2018,7,3,15
181,3,0.0085281,2018,7,3,16
182,9,0.0139118,2018,7,3,17
183,1,0.0032959,2018,7,3,18
184,1,0.0041566,2018,7,3,19
185,6,0.0112524,2018,7,3,21
186,6,0.0100069,2018,7,3,22
187,1,0.0085104,2018,7,3,23
188,7,0.016932,2018,7,3,24
189,6,0.0110813,2018,7,3,25
190,17,0.0330269,2018,7,3,26
191,3,0.0050003,2018,7,3,27
192,3,0.0069445,2018,7,3,28
193,10,0.0109681,2018,7,3,29
194,5,0.031675,2018,7,3,2A
195,5,0.02767,2018,7,3,2B
196,12,0.0160975,2018,7,3,30
197,13,0.0094157,2018,7,3,31
198,3,0.0156836,2018,7,3,32
199,21,0.0131099,2018,7,3,33
200,15,0.0129397,2018,7,3,34
201,5,0.0046763,2018,7,3,35
202,1,0.0045332,2018,7,3,36
203,5,0.0082269,2018,7,3,37
204,8,0.0063313,2018,7,3,38
205,3,0.0115497,2018,7,3,39
206,0,0.0,2018,7,3,40
207,4,0.0121121,2018,7,3,41
208,2,0.0026197,2018,7,3,42
209,5,0.021973,2018,7,3,43
210,20,0.0141593,2018,7,3,44
211,6,0.0088385,2018,7,3,45
212,0,0.0,2018,7,3,46
213,3,0.009037,2018,7,3,47
214,0,0.0,2018,7,3,48
215,6,0.007354,2018,7,3,49
216,3,0.0060486,2018,7,3,50
217,4,0.0070489,2018,7,3,51
218,1,0.0057448,2018,7,3,52
219,4,0.0130258,2018,7,3,53
220,9,0.0122705,2018,7,3,54
221,1,0.0053951,2018,7,3,55
222,3,0.0039742,2018,7,3,56
223,12,0.0114995,2018,7,3,57
224,3,0.0145753,2018,7,3,58
225,40,0.0153478,2018,7,3,59
226,8,0.0096717,2018,7,3,60
227,2,0.0071024,2018,7,3,61
228,23,0.015681,2018,7,3,62
229,5,0.0075867,2018,7,3,63
230,7,0.010297,2018,7,3,64
231,3,0.0130895,2018,7,3,65
232,9,0.0188934,2018,7,3,66
233,10,0.0088218,2018,7,3,67
234,9,0.011765,2018,7,3,68
235,19,0.0102177,2018,7,3,69
236,1,0.004237,2018,7,3,70
237,5,0.0090549,2018,7,3,71
238,5,0.0088345,2018,7,3,72
239,8,0.0184449,2018,7,3,73
240,3,0.0036733,2018,7,3,74
241,34,0.0156279,2018,7,3,75
242,15,0.0119438,2018,7,3,76
243,6,0.0042477,2018,7,3,77
244,12,0.0083253,2018,7,3,78
245,2,0.0053362,2018,7,3,79
246,10,0.0175235,2018,7,3,80
247,3,0.0077201,2018,7,3,81
248,1,0.0038592,2018,7,3,82
249,22,0.0206051,2018,7,3,83
250,8,0.014291,2018,7,3,84
251,3,0.0044118,2018,7,3,85
252,4,0.0091411,2018,7,3,86
253,2,0.0053591,2018,7,3,87
254,1,0.0027314,2018,7,3,88
255,6,0.0177776,2018,7,3,89
256,1,0.0070496,2018,7,3,90
257,12,0.0092547,2018,7,3,91
258,18,0.0111172,2018,7,3,92
259,26,0.0159248,2018,7,3,93
260,10,0.0071586,2018,7,3,94
261,10,0.0080738,2018,7,3,95
262,4,0.0128932,2019,7,3,10
263,5,0.0133665,2019,7,3,11
264,4,0.0143064,2019,7,3,12
265,60,0.029367,2019,7,3,13
266,11,0.0158295,2019,7,3,14
267,2,0.0138225,2019,7,3,15
268,4,0.0113632,2019,7,3,16
269,8,0.012282,2019,7,3,17
270,3,0.0099237,2019,7,3,18
271,3,0.0124962,2019,7,3,19
272,5,0.0093611,2019,7,3,21
273,2,0.0033301,2019,7,3,22
274,0,0.0,2019,7,3,23
275,8,0.01936,2019,7,3,24
276,3,0.005515,2019,7,3,25
277,9,0.0174161,2019,7,3,26
278,9,0.0150123,2019,7,3,27
279,2,0.0046342,2019,7,3,28
280,9,0.0098351,2019,7,3,29
281,5,0.0315443,2019,7,3,2A
282,4,0.0219861,2019,7,3,2B
283,7,0.0093528,2019,7,3,30
284,21,0.0149996,2019,7,3,31
285,1,0.0052253,2019,7,3,32
286,15,0.0092379,2019,7,3,33
287,14,0.0119086,2019,7,3,34
288,8,0.0074109,2019,7,3,35
289,1,0.0045596,2019,7,3,36
290,6,0.0098348,2019,7,3,37
291,18,0.0141602,2019,7,3,38
292,1,0.003858,2019,7,3,39
293,4,0.0096691,2019,7,3,40
294,0,0.0,2019,7,3,41
295,6,0.0078366,2019,7,3,42
296,0,0.0,2019,7,3,43
297,10,0.0069966,2019,7,3,44
298,15,0.0220448,2019,7,3,45
299,0,0.0,2019,7,3,46
300,3,0.009056,2019,7,3,47
301,0,0.0,2019,7,3,48
302,8,0.0097767,2019,7,3,49
303,4,0.0080801,2019,7,3,50
304,8,0.014113,2019,7,3,51
305,2,0.0115934,2019,7,3,52
306,4,0.0130267,2019,7,3,53
307,4,0.0054514,2019,7,3,54
308,3,0.016297,2019,7,3,55
309,8,0.0105307,2019,7,3,56
310,17,0.016244,2019,7,3,57
311,1,0.0048911,2019,7,3,58
312,33,0.0126517,2019,7,3,59
313,9,0.010851,2019,7,3,60
314,2,0.0071443,2019,7,3,61
315,19,0.0129668,2019,7,3,62
316,8,0.0120818,2019,7,3,63
317,8,0.0117195,2019,7,3,64
318,2,0.0087121,2019,7,3,65
319,8,0.0166674,2019,7,3,66
320,12,0.0105258,2019,7,3,67
321,9,0.0117327,2019,7,3,68
322,21,0.0111955,2019,7,3,69
323,2,0.0084993,2019,7,3,70
324,10,0.0181326,2019,7,3,71
325,7,0.0123585,2019,7,3,72
326,8,0.0183304,2019,7,3,73
327,7,0.0084736,2019,7,3,74
328,41,0.0189339,2019,7,3,75
329,11,0.0087605,2019,7,3,76
330,12,0.0084436,2019,7,3,77
331,14,0.0096671,2019,7,3,78
332,2,0.0053351,2019,7,3,79
333,8,0.0140213,2019,7,3,80
334,5,0.0128256,2019,7,3,81
335,4,0.0153451,2019,7,3,82
336,22,0.0204326,2019,7,3,83
337,8,0.0142483,2019,7,3,84
338,5,0.0072946,2019,7,3,85
339,5,0.0114042,2019,7,3,86
340,4,0.0107423,2019,7,3,87
341,6,0.016461,2019,7,3,88
342,3,0.0089364,2019,7,3,89
343,1,0.0070762,2019,7,3,90
344,11,0.0084508,2019,7,3,91
345,16,0.0098501,2019,7,3,92
346,23,0.0139826,2019,7,3,93
347,20,0.0142134,2019,7,3,94
348,9,0.0072019,2019,7,3,95
349,2,0.0064219,2020,7,3,10
350,1,0.0026651,2020,7,3,11
351,3,0.0107314,2020,7,3,12
352,42,0.0205071,2020,7,3,13
353,6,0.0086016,2020,7,3,14
354,0,0.0,2020,7,3,15
355,5,0.0142159,2020,7,3,16
356,8,0.0122005,2020,7,3,17
357,3,0.009969,2020,7,3,18
358,3,0.0125423,2020,7,3,19
359,6,0.0112133,2020,7,3,21
360,5,0.0082831,2020,7,3,22
361,0,0.0,2020,7,3,23
362,4,0.0096898,2020,7,3,24
363,4,0.0073366,2020,7,3,25
364,8,0.0154527,2020,7,3,26
365,10,0.0166759,2020,7,3,27
366,5,0.011589,2020,7,3,28
367,6,0.0065418,2020,7,3,29
368,3,0.0186551,2020,7,3,2A
369,5,0.0273393,2020,7,3,2B
370,6,0.0079845,2020,7,3,30
371,13,0.0091824,2020,7,3,31
372,1,0.0052132,2020,7,3,32
373,13,0.0079443,2020,7,3,33
374,15,0.0126159,2020,7,3,34
375,5,0.004592,2020,7,3,35
376,4,0.0182893,2020,7,3,36
377,6,0.009802,2020,7,3,37
378,13,0.010176,2020,7,3,38
379,0,0.0,2020,7,3,39
380,7,0.0167415,2020,7,3,40
381,0,0.0,2020,7,3,41
382,13,0.0169159,2020,7,3,42
383,1,0.0043958,2020,7,3,43
384,10,0.0069196,2020,7,3,44
385,7,0.0102594,2020,7,3,45
386,0,0.0,2020,7,3,46
387,7,0.021158,2020,7,3,47
388,0,0.0,2020,7,3,48
389,6,0.0073107,2020,7,3,49
390,5,0.0100991,2020,7,3,50
391,6,0.0105884,2020,7,3,51
392,3,0.0174624,2020,7,3,52
393,3,0.0097867,2020,7,3,53
394,5,0.0068251,2020,7,3,54
395,3,0.0163934,2020,7,3,55
396,3,0.0039259,2020,7,3,56
397,11,0.0104846,2020,7,3,57
398,4,0.0197365,2020,7,3,58
399,31,0.0118877,2020,7,3,59
400,10,0.0120526,2020,7,3,60
401,2,0.007182,2020,7,3,61
402,12,0.008207,2020,7,3,62
403,5,0.0075546,2020,7,3,63
404,9,0.0130959,2020,7,3,64
405,2,0.0087037,2020,7,3,65
406,14,0.0289996,2020,7,3,66
407,8,0.0069682,2020,7,3,67
408,4,0.0052094,2020,7,3,68
409,21,0.0111498,2020,7,3,69
410,2,0.0085251,2020,7,3,70
411,4,0.0072587,2020,7,3,71
412,5,0.0088185,2020,7,3,72
413,5,0.0113701,2020,7,3,73
414,3,0.0035919,2020,7,3,74
415,19,0.0088541,2020,7,3,75
416,19,0.0151426,2020,7,3,76
417,1,0.0007,2020,7,3,77
418,9,0.0062081,2020,7,3,78
419,8,0.0213629,2020,7,3,79
420,6,0.0105495,2020,7,3,80
421,0,0.0,2020,7,3,81
422,2,0.0076244,2020,7,3,82
423,17,0.0156655,2020,7,3,83
424,3,0.0053386,2020,7,3,84
425,2,0.0028872,2020,7,3,85
426,5,0.0113809,2020,7,3,86
427,3,0.0080619,2020,7,3,87
428,3,0.0082782,2020,7,3,88
429,1,0.0029926,2020,7,3,89
430,3,0.0214102,2020,7,3,90
431,10,0.0076563,2020,7,3,91
432,12,0.0073791,2020,7,3,92
433,32,0.0193304,2020,7,3,93
434,21,0.0149151,2020,7,3,94
435,14,0.0111839,2020,7,3,95
436,2,0.0064241,2021,7,3,10
437,8,0.021275,2021,7,3,11
438,3,0.0107277,2021,7,3,12
439,60,0.0291695,2021,7,3,13
440,5,0.0071364,2021,7,3,14
441,1,0.0069336,2021,7,3,15
442,6,0.0171005,2021,7,3,16
443,3,0.0045358,2021,7,3,17
444,3,0.0100143,2021,7,3,18
445,1,0.0041704,2021,7,3,19
446,2,0.0037348,2021,7,3,21
447,8,0.0132031,2021,7,3,22
448,3,0.0259287,2021,7,3,23
449,1,0.002417,2021,7,3,24
450,8,0.0146227,2021,7,3,25
451,8,0.0154007,2021,7,3,26
452,8,0.0133571,2021,7,3,27
453,3,0.0069561,2021,7,3,28
454,11,0.0119353,2021,7,3,29
455,8,0.0490972,2021,7,3,2A
456,6,0.032493,2021,7,3,2B
457,13,0.0171834,2021,7,3,30
458,13,0.0090632,2021,7,3,31
459,3,0.0155895,2021,7,3,32
460,17,0.0102721,2021,7,3,33
461,17,0.0141445,2021,7,3,34
462,10,0.0091048,2021,7,3,35
463,2,0.0092069,2021,7,3,36
464,4,0.0065342,2021,7,3,37
465,10,0.0077824,2021,7,3,38
466,0,0.0,2021,7,3,39
467,3,0.0070926,2021,7,3,40
468,2,0.0060882,2021,7,3,41
469,9,0.0117031,2021,7,3,42
470,3,0.0131993,2021,7,3,43
471,9,0.0061737,2021,7,3,44
472,7,0.0102255,2021,7,3,45
473,1,0.0057162,2021,7,3,46
474,5,0.0150953,2021,7,3,47
475,0,0.0,2021,7,3,48
476,7,0.0084875,2021,7,3,49
477,4,0.0080725,2021,7,3,50
478,11,0.019459,2021,7,3,51
479,2,0.011693,2021,7,3,52
480,3,0.0098061,2021,7,3,53
481,6,0.0081913,2021,7,3,54
482,1,0.005497,2021,7,3,55
483,8,0.0104074,2021,7,3,56
484,15,0.0142865,2021,7,3,57
485,1,0.0049403,2021,7,3,58
486,29,0.0111056,2021,7,3,59
487,5,0.0060325,2021,7,3,60
488,4,0.0144418,2021,7,3,61
489,12,0.0082111,2021,7,3,62
490,5,0.0075496,2021,7,3,63
491,8,0.0115436,2021,7,3,64
492,3,0.0129895,2021,7,3,65
493,10,0.0205209,2021,7,3,66
494,5,0.0043378,2021,7,3,67
495,4,0.0052146,2021,7,3,68
496,11,0.0058088,2021,7,3,69
497,3,0.0128043,2021,7,3,70
498,2,0.0036411,2021,7,3,71
499,7,0.0123662,2021,7,3,72
500,5,0.0113003,2021,7,3,73
501,4,0.0047535,2021,7,3,74
502,22,0.0103136,2021,7,3,75
503,14,0.0111472,2021,7,3,76
504,20,0.0139072,2021,7,3,77
505,15,0.0102996,2021,7,3,78
506,5,0.013348,2021,7,3,79
507,11,0.019426,2021,7,3,80
508,2,0.0050817,2021,7,3,81
509,2,0.0075937,2021,7,3,82
510,14,0.0127815,2021,7,3,83
511,11,0.019484,2021,7,3,84
512,8,0.0114374,2021,7,3,85
513,7,0.0159314,2021,7,3,86
514,6,0.0161424,2021,7,3,87
515,2,0.0055452,2021,7,3,88
516,5,0.0149977,2021,7,3,89
517,2,0.0143211,2021,7,3,90
518,18,0.013701,2021,7,3,91
519,19,0.0116187,2021,7,3,92
520,27,0.0161806,2021,7,3,93
521,20,0.0141306,2021,7,3,94
522,23,0.0183033,2021,7,3,95
523,5,0.0160732,2022,7,3,10
524,4,0.0105884,2022,7,3,11
525,2,0.0071496,2022,7,3,12
526,82,0.0396171,2022,7,3,13
527,4,0.0056769,2022,7,3,14
528,0,0.0,2022,7,3,15
529,5,0.0142206,2022,7,3,16
530,6,0.0089799,2022,7,3,17
531,3,0.0100168,2022,7,3,18
532,2,0.0083292,2022,7,3,19
533,3,0.0055806,2022,7,3,21
534,8,0.0131234,2022,7,3,22
535,0,0.0,2022,7,3,23
536,7,0.0168138,2022,7,3,24
537,12,0.0218714,2022,7,3,25
538,7,0.0134246,2022,7,3,26
539,8,0.0133044,2022,7,3,27
540,6,0.0138584,2022,7,3,28
541,16,0.017243,2022,7,3,29
542,5,0.0301123,2022,7,3,2A
543,7,0.0377907,2022,7,3,2B
544,9,0.01178,2022,7,3,30
545,11,0.0075536,2022,7,3,31
546,1,0.0051908,2022,7,3,32
547,17,0.0101494,2022,7,3,33
548,22,0.0180723,2022,7,3,34
549,20,0.0180305,2022,7,3,35
550,2,0.0092247,2022,7,3,36
551,6,0.0097351,2022,7,3,37
552,13,0.0100668,2022,7,3,38
553,2,0.0077398,2022,7,3,39
554,5,0.0116706,2022,7,3,40
555,5,0.0151997,2022,7,3,41
556,7,0.0090669,2022,7,3,42
557,0,0.0,2022,7,3,43
558,23,0.0156127,2022,7,3,44
559,9,0.0130992,2022,7,3,45
560,2,0.0113882,2022,7,3,46
561,5,0.01505,2022,7,3,47
562,0,0.0,2022,7,3,48
563,8,0.0096601,2022,7,3,49
564,4,0.0080513,2022,7,3,50
565,9,0.0159544,2022,7,3,51
566,1,0.005887,2022,7,3,52
567,1,0.003274,2022,7,3,53
568,8,0.0109156,2022,7,3,54
569,1,0.0055327,2022,7,3,55
570,8,0.0103079,2022,7,3,56
571,17,0.0161794,2022,7,3,57
572,1,0.0049432,2022,7,3,58
573,33,0.0126103,2022,7,3,59
574,2,0.0024075,2022,7,3,60
575,5,0.0181065,2022,7,3,61
576,15,0.0102727,2022,7,3,62
577,5,0.0075258,2022,7,3,63
578,4,0.0057186,2022,7,3,64
579,6,0.0259232,2022,7,3,65
580,12,0.0243425,2022,7,3,66
581,4,0.0034573,2022,7,3,67
582,10,0.0130242,2022,7,3,68
583,22,0.0115305,2022,7,3,69
584,1,0.004275,2022,7,3,70
585,8,0.0145683,2022,7,3,71
586,13,0.022963,2022,7,3,72
587,4,0.008983,2022,7,3,73
588,7,0.0082393,2022,7,3,74
589,35,0.0165586,2022,7,3,75
590,12,0.0095223,2022,7,3,76
591,13,0.0089507,2022,7,3,77
592,10,0.0067991,2022,7,3,78
593,3,0.0079912,2022,7,3,79
594,10,0.0176822,2022,7,3,80
595,3,0.0075725,2022,7,3,81
596,1,0.0037747,2022,7,3,82
597,10,0.0090223,2022,7,3,83
598,11,0.0193423,2022,7,3,84
599,3,0.0042472,2022,7,3,85
600,7,0.0159567,2022,7,3,86
601,2,0.00537,2022,7,3,87
602,2,0.0055757,2022,7,3,88
603,5,0.0149747,2022,7,3,89
604,2,0.0142774,2022,7,3,90
605,21,0.0158545,2022,7,3,91
606,13,0.0078911,2022,7,3,92
607,19,0.0112979,2022,7,3,93
608,16,0.0112713,2022,7,3,94
609,16,0.01259,2022,7,3,95
610,3,0.0096439,2023,7,3,10
611,5,0.0132355,2023,7,3,11
612,3,0.0107244,2023,7,3,12
613,84,0.0405834,2023,7,3,13
614,8,0.0113539,2023,7,3,14
615,1,0.0069253,2023,7,3,15
616,2,0.0056882,2023,7,3,16
617,3,0.0044899,2023,7,3,17
618,2,0.0066779,2023,7,3,18
619,5,0.0208229,2023,7,3,19
620,5,0.009301,2023,7,3,21
621,9,0.0147638,2023,7,3,22
622,1,0.0086558,2023,7,3,23
623,4,0.0096079,2023,7,3,24
624,8,0.0145809,2023,7,3,25
625,10,0.019178,2023,7,3,26
626,8,0.0133044,2023,7,3,27
627,10,0.0230974,2023,7,3,28
628,10,0.0107769,2023,7,3,29
629,6,0.0361348,2023,7,3,2A
630,6,0.032392,2023,7,3,2B
631,15,0.0196333,2023,7,3,30
632,18,0.0123604,2023,7,3,31
633,2,0.0103816,2023,7,3,32
634,14,0.0083583,2023,7,3,33
635,20,0.0164294,2023,7,3,34
636,9,0.0081137,2023,7,3,35
637,2,0.0092247,2023,7,3,36
638,8,0.0129801,2023,7,3,37
639,15,0.0116155,2023,7,3,38
640,1,0.0038699,2023,7,3,39
641,2,0.0046682,2023,7,3,40
642,2,0.0060799,2023,7,3,41
643,4,0.0051811,2023,7,3,42
644,1,0.0043829,2023,7,3,43
645,12,0.0081458,2023,7,3,44
646,5,0.0072774,2023,7,3,45
647,1,0.0056941,2023,7,3,46
648,5,0.01505,2023,7,3,47
649,0,0.0,2023,7,3,48
650,13,0.0156976,2023,7,3,49
651,6,0.0120769,2023,7,3,50
652,7,0.012409,2023,7,3,51
653,1,0.005887,2023,7,3,52
654,1,0.003274,2023,7,3,53
655,7,0.0095511,2023,7,3,54
656,1,0.0055327,2023,7,3,55
657,12,0.0154619,2023,7,3,56
658,6,0.0057104,2023,7,3,57
659,1,0.0049432,2023,7,3,58
660,39,0.0149031,2023,7,3,59
661,8,0.0096301,2023,7,3,60
662,2,0.0072426,2023,7,3,61
663,23,0.0157514,2023,7,3,62
664,7,0.0105361,2023,7,3,63
665,10,0.0142965,2023,7,3,64
666,3,0.0129616,2023,7,3,65
667,6,0.0121713,2023,7,3,66
668,8,0.0069147,2023,7,3,67
669,3,0.0039073,2023,7,3,68
670,19,0.0099582,2023,7,3,69
671,1,0.004275,2023,7,3,70
672,1,0.001821,2023,7,3,71
673,6,0.0105983,2023,7,3,72
674,8,0.0179659,2023,7,3,73
675,9,0.0105934,2023,7,3,74
676,25,0.0118276,2023,7,3,75
677,23,0.018251,2023,7,3,76
678,18,0.0123933,2023,7,3,77
679,16,0.0108786,2023,7,3,78
680,5,0.0133186,2023,7,3,79
681,14,0.0247551,2023,7,3,80
682,2,0.0050484,2023,7,3,81
683,2,0.0075493,2023,7,3,82
684,14,0.0126312,2023,7,3,83
685,15,0.0263759,2023,7,3,84
686,3,0.0042472,2023,7,3,85
687,11,0.0250748,2023,7,3,86
688,6,0.0161101,2023,7,3,87
689,4,0.0111514,2023,7,3,88
690,2,0.0059899,2023,7,3,89
691,2,0.0142774,2023,7,3,90
692,15,0.0113246,2023,7,3,91
693,15,0.0091051,2023,7,3,92
694,30,0.0178388,2023,7,3,93
695,18,0.0126802,2023,7,3,94
696,19,0.0149507,2023,7,3,95
697,3,0.0096439,2024,7,3,10
698,7,0.0185296,2024,7,3,11
699,1,0.0035748,2024,7,3,12
700,64,0.0309207,2024,7,3,13
701,9,0.0127731,2024,7,3,14
702,0,0.0,2024,7,3,15
703,5,0.0142206,2024,7,3,16
704,3,0.0044899,2024,7,3,17
705,3,0.0100168,2024,7,3,18
706,2,0.0083292,2024,7,3,19
707,6,0.0111612,2024,7,3,21
708,4,0.0065617,2024,7,3,22
709,0,0.0,2024,7,3,23
710,7,0.0168138,2024,7,3,24
711,12,0.0218714,2024,7,3,25
712,11,0.0210958,2024,7,3,26
713,8,0.0133044,2024,7,3,27
714,4,0.0092389,2024,7,3,28
715,7,0.0075438,2024,7,3,29
716,4,0.0240899,2024,7,3,2A
717,13,0.0701826,2024,7,3,2B
718,7,0.0091622,2024,7,3,30
719,15,0.0103004,2024,7,3,31
720,1,0.0051908,2024,7,3,32
721,13,0.0077613,2024,7,3,33
722,18,0.0147864,2024,7,3,34
723,11,0.0099168,2024,7,3,35
724,6,0.0276741,2024,7,3,36
725,3,0.0048676,2024,7,3,37
726,20,0.0154873,2024,7,3,38
727,3,0.0116097,2024,7,3,39
728,1,0.0023341,2024,7,3,40
729,3,0.0091198,2024,7,3,41
730,7,0.0090669,2024,7,3,42
731,1,0.0043829,2024,7,3,43
732,15,0.0101822,2024,7,3,44
733,6,0.0087328,2024,7,3,45
734,3,0.0170823,2024,7,3,46
735,5,0.01505,2024,7,3,47
736,1,0.0130714,2024,7,3,48
737,9,0.0108676,2024,7,3,49
738,6,0.0120769,2024,7,3,50
739,7,0.012409,2024,7,3,51
