id,departement_code,sexe_id,tranche_age_id,annee,population
3568,23,2,3,2010,17827
3569,23,2,4,2010,11095
3570,23,2,5,2010,7214
3571,24,2,1,2010,43245
3572,24,2,2,2010,40142
3573,24,2,3,2010,57737
3574,24,2,4,2010,36982
3575,24,2,5,2010,21133
3576,25,2,1,2010,68436
3577,25,2,2,2010,70752
3578,25,2,3,2010,68324
3579,25,2,4,2010,34882
3580,25,2,5,2010,16458
3581,26,2,1,2010,62475
3582,26,2,2,2010,54903
3583,26,2,3,2010,65668
3584,26,2,4,2010,35399
3585,26,2,5,2010,17400
3586,27,2,1,2010,79246
3587,27,2,2,2010,71523
3588,27,2,3,2010,81478
3589,27,2,4,2010,37880
3590,27,2,5,2010,16364
3591,28,2,1,2010,56657
3592,28,2,2,2010,51751
3593,28,2,3,2010,58786
3594,28,2,4,2010,28550
3595,28,2,5,2010,14500
3596,29,2,1,2010,109455
3597,29,2,2,2010,106844
3598,29,2,3,2010,123663
3599,29,2,4,2010,63246
3600,29,2,5,2010,31539
3601,30,2,1,2010,88313
3602,30,2,2,2010,78706
3603,30,2,3,2010,96202
3604,30,2,4,2010,52618
3605,30,2,5,2010,26175
3606,31,2,1,2010,154174
3607,31,2,2,2010,184990
3608,31,2,3,2010,161697
3609,31,2,4,2010,71076
3610,31,2,5,2010,35816
3611,32,2,1,2010,20251
3612,32,2,2,2010,17918
3613,32,2,3,2010,27146
3614,32,2,4,2010,16270
3615,32,2,5,2010,10265
3616,33,2,1,2010,175075
3617,33,2,2,2010,190137
3618,33,2,3,2010,189498
3619,33,2,4,2010,92663
3620,33,2,5,2010,47083
3621,34,2,1,2010,124229
3622,34,2,2,2010,131497
3623,34,2,3,2010,129942
3624,34,2,4,2010,74684
3625,34,2,5,2010,38398
3626,35,2,1,2010,130363
3627,35,2,2,2010,136501
3628,35,2,3,2010,127617
3629,35,2,4,2010,57541
3630,35,2,5,2010,30125
3631,36,2,1,2010,24947
3632,36,2,2,2010,23701
3633,36,2,3,2010,32559
3634,36,2,4,2010,19317
3635,36,2,5,2010,11417
3636,37,2,1,2010,72410
3637,37,2,2,2010,72243
3638,37,2,3,2010,77881
3639,37,2,4,2010,39838
3640,37,2,5,2010,22124
3641,38,2,1,2010,162534
3642,38,2,2,2010,160252
3643,38,2,3,2010,159882
3644,38,2,4,2010,75923
3645,38,2,5,2010,35192
3646,39,2,1,2010,32777
3647,39,2,2,2010,28961
3648,39,2,3,2010,36307
3649,39,2,4,2010,19529
3650,39,2,5,2010,10304
3651,40,2,1,2010,43719
3652,40,2,2,2010,41912
3653,40,2,3,2010,53918
3654,40,2,4,2010,31041
3655,40,2,5,2010,16302
3656,41,2,1,2010,39714
3657,41,2,2,2010,35377
3658,41,2,3,2010,45085
3659,41,2,4,2010,25200
3660,41,2,5,2010,15076
3661,42,2,1,2010,93776
3662,42,2,2,2010,88994
3663,42,2,3,2010,96661
3664,42,2,4,2010,53797
3665,42,2,5,2010,27873
3666,43,2,1,2010,27022
3667,43,2,2,2010,24367
3668,43,2,3,2010,32019
3669,43,2,4,2010,17476
3670,43,2,5,2010,8990
3671,44,2,1,2010,169923
3672,44,2,2,2010,169190
3673,44,2,3,2010,167575
3674,44,2,4,2010,77808
3675,44,2,5,2010,37132
3676,45,2,1,2010,84896
3677,45,2,2,2010,82439
3678,45,2,3,2010,86426
3679,45,2,4,2010,44148
3680,45,2,5,2010,22549
3681,46,2,1,2010,18090
3682,46,2,2,2010,16563
3683,46,2,3,2010,24518
3684,46,2,4,2010,16109
3685,46,2,5,2010,9302
3686,47,2,1,2010,37510
3687,47,2,2,2010,34476
3688,47,2,3,2010,44506
3689,47,2,4,2010,27352
3690,47,2,5,2010,16075
3691,48,2,1,2010,8717
3692,48,2,2,2010,8425
3693,48,2,3,2010,11535
3694,48,2,4,2010,6479
3695,48,2,5,2010,3541
3696,49,2,1,2010,104654
3697,49,2,2,2010,99825
3698,49,2,3,2010,101706
3699,49,2,4,2010,48285
3700,49,2,5,2010,26873
3701,50,2,1,2010,59828
3702,50,2,2,2010,54964
3703,50,2,3,2010,70241
3704,50,2,4,2010,37423
3705,50,2,5,2010,20794
3706,51,2,1,2010,71848
3707,51,2,2,2010,75919
3708,51,2,3,2010,74684
3709,51,2,4,2010,35691
3710,51,2,5,2010,16344
3711,52,2,1,2010,21630
3712,52,2,2,2010,21128
3713,52,2,3,2010,26073
3714,52,2,4,2010,14241
3715,52,2,5,2010,7205
3716,53,2,1,2010,40978
3717,53,2,2,2010,36053
3718,53,2,3,2010,41270
3719,53,2,4,2010,20298
3720,53,2,5,2010,12367
3721,54,2,1,2010,90781
3722,54,2,2,2010,99892
3723,54,2,3,2010,95134
3724,54,2,4,2010,45781
3725,54,2,5,2010,22655
3726,55,2,1,2010,23889
3727,55,2,2,2010,24097
3728,55,2,3,2010,27713
3729,55,2,4,2010,13500
3730,55,2,5,2010,6864
3731,56,2,1,2010,87798
3732,56,2,2,2010,82116
3733,56,2,3,2010,99158
3734,56,2,4,2010,54904
3735,56,2,5,2010,26560
3736,57,2,1,2010,125578
3737,57,2,2,2010,138092
3738,57,2,3,2010,150249
3739,57,2,4,2010,67304
3740,57,2,5,2010,30672
3741,58,2,1,2010,22876
3742,58,2,2,2010,22146
3743,58,2,3,2010,30378
3744,58,2,4,2010,19276
3745,58,2,5,2010,10402
3746,59,2,1,2010,359480
3747,59,2,2,2010,354048
3748,59,2,3,2010,326147
3749,59,2,4,2010,140841
3750,59,2,5,2010,62676
3751,60,2,1,2010,111349
3752,60,2,2,2010,105146
3753,60,2,3,2010,111476
3754,60,2,4,2010,48004
3755,60,2,5,2010,19634
3756,61,2,1,2010,35628
3757,61,2,2,2010,31141
3758,61,2,3,2010,40250
3759,61,2,4,2010,22248
3760,61,2,5,2010,12688
3761,62,2,1,2010,199289
3762,62,2,2,2010,184965
3763,62,2,3,2010,196571
3764,62,2,4,2010,85533
3765,62,2,5,2010,39104
3766,63,2,1,2010,72103
3767,63,2,2,2010,80433
3768,63,2,3,2010,86462
3769,63,2,4,2010,45522
3770,63,2,5,2010,21303
3771,64,2,1,2010,73631
3772,64,2,2,2010,75451
3773,64,2,3,2010,90040
3774,64,2,4,2010,48089
3775,64,2,5,2010,26941
3776,65,2,1,2010,24809
3777,65,2,2,2010,24357
3778,65,2,3,2010,31788
3779,65,2,4,2010,18621
3780,65,2,5,2010,10839
3781,66,2,1,2010,51966
3782,66,2,2,2010,47487
3783,66,2,3,2010,56786
3784,66,2,4,2010,36322
3785,66,2,5,2010,20611
3786,67,2,1,2010,135118
3787,67,2,2,2010,146174
3788,67,2,3,2010,154753
3789,67,2,4,2010,68421
3790,67,2,5,2010,29567
3791,68,2,1,2010,93257
3792,68,2,2,2010,93706
3793,68,2,3,2010,108477
3794,68,2,4,2010,49590
3795,68,2,5,2010,22125
3796,69,2,1,2010,225608
3797,69,2,2,2010,245653
3798,69,2,3,2010,206965
3799,69,2,4,2010,101600
3800,69,2,5,2010,49547
3801,70,2,1,2010,29950
3802,70,2,2,2010,27674
3803,70,2,3,2010,33982
3804,70,2,4,2010,18107
3805,70,2,5,2010,8430
3806,71,2,1,2010,64359
3807,71,2,2,2010,60365
3808,71,2,3,2010,77173
3809,71,2,4,2010,44179
3810,71,2,5,2010,24322
3811,72,2,1,2010,72030
3812,72,2,2,2010,67046
3813,72,2,3,2010,75988
3814,72,2,4,2010,38167
3815,72,2,5,2010,21403
3816,73,2,1,2010,52333
3817,73,2,2,2010,52278
3818,73,2,3,2010,58157
3819,73,2,4,2010,27781
3820,73,2,5,2010,13568
3821,74,2,1,2010,96766
3822,74,2,2,2010,98458
3823,74,2,3,2010,103207
3824,74,2,4,2010,45740
3825,74,2,5,2010,19149
3826,75,2,1,2010,224723
3827,75,2,2,2010,379527
3828,75,2,3,2010,270493
3829,75,2,4,2010,125244
3830,75,2,5,2010,58050
3831,76,2,1,2010,161621
3832,76,2,2,2010,158870
3833,76,2,3,2010,164263
3834,76,2,4,2010,77801
3835,76,2,5,2010,38109
3836,77,2,1,2010,190751
3837,77,2,2,2010,178523
3838,77,2,3,2010,180616
3839,77,2,4,2010,71081
3840,77,2,5,2010,27006
3841,78,2,1,2010,196421
3842,78,2,2,2010,183758
3843,78,2,3,2010,188549
3844,78,2,4,2010,83718
3845,78,2,5,2010,34489
3846,79,2,1,2010,44365
3847,79,2,2,2010,42023
3848,79,2,3,2010,51354
3849,79,2,4,2010,27137
3850,79,2,5,2010,16250
3851,80,2,1,2010,73374
3852,80,2,2,2010,73696
3853,80,2,3,2010,75645
3854,80,2,4,2010,36732
3855,80,2,5,2010,17677
3856,81,2,1,2010,43207
3857,81,2,2,2010,39883
3858,81,2,3,2010,50875
3859,81,2,4,2010,29046
3860,81,2,5,2010,18283
3861,82,2,1,2010,29772
3862,82,2,2,2010,27254
3863,82,2,3,2010,33246
3864,82,2,4,2010,17398
3865,82,2,5,2010,10352
3866,83,2,1,2010,113614
3867,83,2,2,2010,110290
3868,83,2,3,2010,130186
3869,83,2,4,2010,85367
3870,83,2,5,2010,44676
3871,84,2,1,2010,68131
3872,84,2,2,2010,62027
3873,84,2,3,2010,72173
3874,84,2,4,2010,39588
3875,84,2,5,2010,18954
3876,85,2,1,2010,78197
3877,85,2,2,2010,73274
3878,85,2,3,2010,85300
3879,85,2,4,2010,49247
3880,85,2,5,2010,25275
3881,86,2,1,2010,50730
3882,86,2,2,2010,53196
3883,86,2,3,2010,56031
3884,86,2,4,2010,29353
3885,86,2,5,2010,16608
3886,87,2,1,2010,40999
3887,87,2,2,2010,43433
3888,87,2,3,2010,50179
3889,87,2,4,2010,28641
3890,87,2,5,2010,16896
3891,88,2,1,2010,46206
3892,88,2,2,2010,43319
3893,88,2,3,2010,53571
3894,88,2,4,2010,28117
3895,88,2,5,2010,13260
3896,89,2,1,2010,41278
3897,89,2,2,2010,37378
3898,89,2,3,2010,47378
3899,89,2,4,2010,26482
3900,89,2,5,2010,13769
3901,90,2,1,2010,18673
3902,90,2,2,2010,20144
3903,90,2,3,2010,19218
3904,90,2,4,2010,9151
3905,90,2,5,2010,4174
3906,91,2,1,2010,170002
3907,91,2,2,2010,166067
3908,91,2,3,2010,162236
3909,91,2,4,2010,69001
3910,91,2,5,2010,28417
3911,92,2,1,2010,202471
3912,92,2,2,2010,232885
3913,92,2,3,2010,192988
3914,92,2,4,2010,80797
3915,92,2,5,2010,40267
3916,93,2,1,2010,224920
3917,93,2,2,2010,222306
3918,93,2,3,2010,194588
3919,93,2,4,2010,74653
3920,93,2,5,2010,29289
3921,94,2,1,2010,175959
3922,94,2,2,2010,189168
3923,94,2,3,2010,171000
3924,94,2,4,2010,69551
3925,94,2,5,2010,32428
3926,95,2,1,2010,170611
3927,95,2,2,2010,160184
3928,95,2,3,2010,155003
3929,95,2,4,2010,60181
3930,95,2,5,2010,23313
3931,01,3,1,2010,77657
3932,01,3,2,2010,73093
3933,01,3,3,2010,83753
3934,01,3,4,2010,39594
3935,01,3,5,2010,27537
3936,02,3,1,2010,68327
3937,02,3,2,2010,64557
3938,02,3,3,2010,75507
3939,02,3,4,2010,38933
3940,02,3,5,2010,30185
3941,03,3,1,2010,35029
3942,03,3,2,2010,35144
3943,03,3,3,2010,48733
3944,03,3,4,2010,31510
3945,03,3,5,2010,28009
3946,04,3,1,2010,17359
3947,04,3,2,2010,16482
3948,04,3,3,2010,23206
3949,04,3,4,2010,14884
3950,04,3,5,2010,10620
3951,05,3,1,2010,15388
3952,05,3,2,2010,14500
3953,05,3,3,2010,19992
3954,05,3,4,2010,11482
3955,05,3,5,2010,8752
3956,06,3,1,2010,114654
3957,06,3,2,2010,127712
3958,06,3,3,2010,150418
3959,06,3,4,2010,95917
3960,06,3,5,2010,79879
3961,07,3,1,2010,35273
3962,07,3,2,2010,33330
3963,07,3,3,2010,44317
3964,07,3,4,2010,27064
3965,07,3,5,2010,21626
3966,08,3,1,2010,33989
3967,08,3,2,2010,33266
3968,08,3,3,2010,40184
3969,08,3,4,2010,20853
3970,08,3,5,2010,16003
3971,09,3,1,2010,15903
3972,09,3,2,2010,15823
3973,09,3,3,2010,21682
3974,09,3,4,2010,13218
3975,09,3,5,2010,11269
3976,10,3,1,2010,36540
3977,10,3,2,2010,35687
3978,10,3,3,2010,41820
3979,10,3,4,2010,23538
3980,10,3,5,2010,18348
3981,11,3,1,2010,39282
3982,11,3,2,2010,38529
3983,11,3,3,2010,49733
3984,11,3,4,2010,31867
3985,11,3,5,2010,25250
3986,12,3,1,2010,27848
3987,12,3,2,2010,27655
3988,12,3,3,2010,38097
3989,12,3,4,2010,24992
3990,12,3,5,2010,22685
3991,13,3,1,2010,234810
3992,13,3,2,2010,256993
3993,13,3,3,2010,276923
3994,13,3,4,2010,150352
3995,13,3,5,2010,111913
3996,14,3,1,2010,83274
3997,14,3,2,2010,85854
3998,14,3,3,2010,93888
3999,14,3,4,2010,51482
4000,14,3,5,2010,39935
4001,15,3,1,2010,14041
4002,15,3,2,2010,14875
4003,15,3,3,2010,21342
4004,15,3,4,2010,13428
4005,15,3,5,2010,12419
4006,16,3,1,2010,37312
4007,16,3,2,2010,37491
4008,16,3,3,2010,51306
4009,16,3,4,2010,29865
4010,16,3,5,2010,25401
4011,17,3,1,2010,65138
4012,17,3,2,2010,66039
4013,17,3,3,2010,87686
4014,17,3,4,2010,58433
4015,17,3,5,2010,45324
4016,18,3,1,2010,33677
4017,18,3,2,2010,32648
4018,18,3,3,2010,44398
4019,18,3,4,2010,27565
4020,18,3,5,2010,21887
4021,19,3,1,2010,23468
4022,19,3,2,2010,24571
4023,19,3,3,2010,34284
4024,19,3,4,2010,22380
4025,19,3,5,2010,20774
4026,21,3,1,2010,60884
4027,21,3,2,2010,68427
4028,21,3,3,2010,72168
4029,21,3,4,2010,38790
4030,21,3,5,2010,30428
4031,22,3,1,2010,66748
4032,22,3,2,2010,61224
4033,22,3,3,2010,80453
4034,22,3,4,2010,53402
4035,22,3,5,2010,43996
4036,23,3,1,2010,11336
4037,23,3,2,2010,11034
4038,23,3,3,2010,17436
4039,23,3,4,2010,11695
4040,23,3,5,2010,11734
4041,24,3,1,2010,40998
4042,24,3,2,2010,40561
4043,24,3,3,2010,60027
4044,24,3,4,2010,39899
4045,24,3,5,2010,33425
4046,25,3,1,2010,64939
4047,25,3,2,2010,69075
4048,25,3,3,2010,70160
4049,25,3,4,2010,37876
4050,25,3,5,2010,26868
4051,26,3,1,2010,58338
4052,26,3,2,2010,55953
4053,26,3,3,2010,68147
4054,26,3,4,2010,38815
4055,26,3,5,2010,27617
4056,27,3,1,2010,76062
4057,27,3,2,2010,72194
4058,27,3,3,2010,82734
4059,27,3,4,2010,40900
4060,27,3,5,2010,28162
4061,28,3,1,2010,53568
4062,28,3,2,2010,52059
4063,28,3,3,2010,59614
4064,28,3,4,2010,30460
4065,28,3,5,2010,22988
4066,29,3,1,2010,103172
4067,29,3,2,2010,101026
4068,29,3,3,2010,123490
4069,29,3,4,2010,74193
4070,29,3,5,2010,61000
4071,30,3,1,2010,84178
4072,30,3,2,2010,81476
4073,30,3,3,2010,102115
4074,30,3,4,2010,58379
4075,30,3,5,2010,41538
4076,31,3,1,2010,146654
4077,31,3,2,2010,181593
4078,31,3,3,2010,167148
4079,31,3,4,2010,80970
4080,31,3,5,2010,59523
4081,32,3,1,2010,18891
4082,32,3,2,2010,18099
4083,32,3,3,2010,27530
4084,32,3,4,2010,17221
4085,32,3,5,2010,14568
4086,33,3,1,2010,168915
4087,33,3,2,2010,195744
4088,33,3,3,2010,203623
4089,33,3,4,2010,105049
4090,33,3,5,2010,81458
4091,34,3,1,2010,120156
4092,34,3,2,2010,137596
4093,34,3,3,2010,143146
4094,34,3,4,2010,83775
4095,34,3,5,2010,61135
4096,35,3,1,2010,126399
4097,35,3,2,2010,133730
4098,35,3,3,2010,129076
4099,35,3,4,2010,65900
4100,35,3,5,2010,50888
4101,36,3,1,2010,23697
4102,36,3,2,2010,23118
4103,36,3,3,2010,32739
4104,36,3,4,2010,21252
4105,36,3,5,2010,18429
4106,37,3,1,2010,69963
4107,37,3,2,2010,74116
4108,37,3,3,2010,81223
4109,37,3,4,2010,45070
4110,37,3,5,2010,35647
4111,38,3,1,2010,153125
4112,38,3,2,2010,157240
4113,38,3,3,2010,163034
4114,38,3,4,2010,82068
4115,38,3,5,2010,57124
4116,39,3,1,2010,30751
4117,39,3,2,2010,28933
4118,39,3,3,2010,36255
4119,39,3,4,2010,20894
4120,39,3,5,2010,16823
4121,40,3,1,2010,41311
4122,40,3,2,2010,41103
4123,40,3,3,2010,54903
4124,40,3,4,2010,34050
4125,40,3,5,2010,26061
4126,41,3,1,2010,37550
4127,41,3,2,2010,35365
4128,41,3,3,2010,45850
4129,41,3,4,2010,27438
4130,41,3,5,2010,23424
4131,42,3,1,2010,89249
4132,42,3,2,2010,88532
4133,42,3,3,2010,100276
4134,42,3,4,2010,60223
4135,42,3,5,2010,49566
4136,43,3,1,2010,25735
4137,43,3,2,2010,23533
4138,43,3,3,2010,30750
4139,43,3,4,2010,18472
4140,43,3,5,2010,15642
4141,44,3,1,2010,161918
4142,44,3,2,2010,166776
4143,44,3,3,2010,173952
4144,44,3,4,2010,90318
4145,44,3,5,2010,67460
4146,45,3,1,2010,80861
4147,45,3,2,2010,82022
4148,45,3,3,2010,89310
4149,45,3,4,2010,47502
4150,45,3,5,2010,35952
4151,46,3,1,2010,17312
4152,46,3,2,2010,16303
4153,46,3,3,2010,25285
4154,46,3,4,2010,16869
4155,46,3,5,2010,14227
4156,47,3,1,2010,34874
4157,47,3,2,2010,34798
4158,47,3,3,2010,46952
4159,47,3,4,2010,29836
4160,47,3,5,2010,24744
4161,48,3,1,2010,7853
4162,48,3,2,2010,8132
4163,48,3,3,2010,10538
4164,48,3,4,2010,6474
4165,48,3,5,2010,5388
4166,49,3,1,2010,101156
4167,49,3,2,2010,99668
4168,49,3,3,2010,103661
4169,49,3,4,2010,55008
4170,49,3,5,2010,43974
4171,50,3,1,2010,57161
4172,50,3,2,2010,52856
4173,50,3,3,2010,68617
4174,50,3,4,2010,41598
4175,50,3,5,2010,35265
4176,51,3,1,2010,67975
4177,51,3,2,2010,74973
4178,51,3,3,2010,78286
4179,51,3,4,2010,39783
4180,51,3,5,2010,29804
4181,52,3,1,2010,20300
4182,52,3,2,2010,19547
4183,52,3,3,2010,26198
4184,52,3,4,2010,15198
4185,52,3,5,2010,12519
4186,53,3,1,2010,38522
4187,53,3,2,2010,34540
4188,53,3,3,2010,40451
4189,53,3,4,2010,22459
4190,53,3,5,2010,19399
4191,54,3,1,2010,86645
4192,54,3,2,2010,98732
4193,54,3,3,2010,100195
4194,54,3,4,2010,52160
4195,54,3,5,2010,40232
4196,55,3,1,2010,22392
4197,55,3,2,2010,22100
4198,55,3,3,2010,26974
4199,55,3,4,2010,14384
4200,55,3,5,2010,12010
4201,56,3,1,2010,82570
4202,56,3,2,2010,78341
4203,56,3,3,2010,100490
4204,56,3,4,2010,62375
4205,56,3,5,2010,47345
4206,57,3,1,2010,118854
4207,57,3,2,2010,132981
4208,57,3,3,2010,153264
4209,57,3,4,2010,75385
4210,57,3,5,2010,52687
4211,58,3,1,2010,21966
4212,58,3,2,2010,21579
4213,58,3,3,2010,31376
4214,58,3,4,2010,21012
4215,58,3,5,2010,18573
4216,59,3,1,2010,341744
4217,59,3,2,2010,356962
4218,59,3,3,2010,342474
4219,59,3,4,2010,168225
4220,59,3,5,2010,124173
4221,60,3,1,2010,106295
4222,60,3,2,2010,104223
4223,60,3,3,2010,113368
4224,60,3,4,2010,50496
4225,60,3,5,2010,33604
4226,61,3,1,2010,33448
4227,61,3,2,2010,30750
4228,61,3,3,2010,40205
4229,61,3,4,2010,24658
4230,61,3,5,2010,20626
4231,62,3,1,2010,188938
4232,62,3,2,2010,185820
4233,62,3,3,2010,200824
4234,62,3,4,2010,102626
4235,62,3,5,2010,77717
4236,63,3,1,2010,70134
4237,63,3,2,2010,78410
4238,63,3,3,2010,88951
4239,63,3,4,2010,50237
4240,63,3,5,2010,38756
4241,64,3,1,2010,69618
4242,64,3,2,2010,74348
4243,64,3,3,2010,94128
4244,64,3,4,2010,55081
4245,64,3,5,2010,46188
4246,65,3,1,2010,22936
4247,65,3,2,2010,23246
4248,65,3,3,2010,33521
4249,65,3,4,2010,21010
4250,65,3,5,2010,18331
4251,66,3,1,2010,48628
4252,66,3,2,2010,50373
4253,66,3,3,2010,62064
4254,66,3,4,2010,41648
4255,66,3,5,2010,32658
4256,67,3,1,2010,130179
4257,67,3,2,2010,149655
4258,67,3,3,2010,155576
4259,67,3,4,2010,73486
4260,67,3,5,2010,52976
4261,68,3,1,2010,89140
4262,68,3,2,2010,93807
4263,68,3,3,2010,108589
4264,68,3,4,2010,51895
4265,68,3,5,2010,39196
4266,69,3,1,2010,220429
4267,69,3,2,2010,253952
4268,69,3,3,2010,221397
4269,69,3,4,2010,113862
4270,69,3,5,2010,86164
4271,70,3,1,2010,28159
4272,70,3,2,2010,26624
4273,70,3,3,2010,33632
4274,70,3,4,2010,18825
4275,70,3,5,2010,14165
4276,71,3,1,2010,59879
4277,71,3,2,2010,58127
4278,71,3,3,2010,78470
4279,71,3,4,2010,48291
4280,71,3,5,2010,40498
4281,72,3,1,2010,69050
4282,72,3,2,2010,66082
4283,72,3,3,2010,76588
4284,72,3,4,2010,42393
4285,72,3,5,2010,34771
4286,73,3,1,2010,49008
4287,73,3,2,2010,50333
4288,73,3,3,2010,58348
4289,73,3,4,2010,31004
4290,73,3,5,2010,22149
4291,74,3,1,2010,91131
4292,74,3,2,2010,96245
4293,74,3,3,2010,105580
4294,74,3,4,2010,49966
4295,74,3,5,2010,31846
4296,75,3,1,2010,223329
4297,75,3,2,2010,406531
4298,75,3,3,2010,293397
4299,75,3,4,2010,153244
4300,75,3,5,2010,109295
4301,76,3,1,2010,154826
4302,76,3,2,2010,161251
4303,76,3,3,2010,173204
4304,76,3,4,2010,91023
4305,76,3,5,2010,69443
4306,77,3,1,2010,183437
4307,77,3,2,2010,185430
4308,77,3,3,2010,186261
4309,77,3,4,2010,74861
4310,77,3,5,2010,46899
4311,78,3,1,2010,187913
4312,78,3,2,2010,186379
4313,78,3,3,2010,199745
4314,78,3,4,2010,89813
4315,78,3,5,2010,57980
4316,79,3,1,2010,41731
4317,79,3,2,2010,41073
4318,79,3,3,2010,51536
4319,79,3,4,2010,28895
4320,79,3,5,2010,24906
4321,80,3,1,2010,70267
4322,80,3,2,2010,73890
4323,80,3,3,2010,77281
4324,80,3,4,2010,41405
4325,80,3,5,2010,30774
4326,81,3,1,2010,40902
4327,81,3,2,2010,39783
4328,81,3,3,2010,53103
4329,81,3,4,2010,32186
4330,81,3,5,2010,28111
4331,82,3,1,2010,28309
4332,82,3,2,2010,27448
4333,82,3,3,2010,33540
4334,82,3,4,2010,18813
4335,82,3,5,2010,15566
4336,83,3,1,2010,107567
4337,83,3,2,2010,109224
4338,83,3,3,2010,141387
4339,83,3,4,2010,95655
4340,83,3,5,2010,70217
4341,84,3,1,2010,65060
4342,84,3,2,2010,63790
4343,84,3,3,2010,77375
4344,84,3,4,2010,44502
4345,84,3,5,2010,31505
4346,85,3,1,2010,73771
4347,85,3,2,2010,70939
4348,85,3,3,2010,85376
4349,85,3,4,2010,53516
4350,85,3,5,2010,39883
4351,86,3,1,2010,49611
4352,86,3,2,2010,55055
4353,86,3,3,2010,58063
4354,86,3,4,2010,31876
4355,86,3,5,2010,26670
4356,87,3,1,2010,39691
4357,87,3,2,2010,44955
4358,87,3,3,2010,52032
4359,87,3,4,2010,31756
4360,87,3,5,2010,27609
4361,88,3,1,2010,43999
4362,88,3,2,2010,42002
4363,88,3,3,2010,54141
4364,88,3,4,2010,30576
4365,88,3,5,2010,24533
4366,89,3,1,2010,39131
4367,89,3,2,2010,37943
4368,89,3,3,2010,47883
4369,89,3,4,2010,28052
4370,89,3,5,2010,23216
4371,90,3,1,2010,17026
4372,90,3,2,2010,17641
4373,90,3,3,2010,19417
4374,90,3,4,2010,9804
4375,90,3,5,2010,7663
4376,91,3,1,2010,163591
4377,91,3,2,2010,166340
4378,91,3,3,2010,167653
4379,91,3,4,2010,75199
4380,91,3,5,2010,46834
4381,92,3,1,2010,195729
4382,92,3,2,2010,244860
4383,92,3,3,2010,214395
4384,92,3,4,2010,93811
4385,92,3,5,2010,74287
4386,93,3,1,2010,215841
4387,93,3,2,2010,233288
4388,93,3,3,2010,199889
4389,93,3,4,2010,75652
4390,93,3,5,2010,51622
4391,94,3,1,2010,166800
4392,94,3,2,2010,199949
4393,94,3,3,2010,183531
4394,94,3,4,2010,80450
4395,94,3,5,2010,58896
4396,95,3,1,2010,163647
4397,95,3,2,2010,167230
4398,95,3,3,2010,164907
4399,95,3,4,2010,64406
4400,95,3,5,2010,41679
4401,01,2,1,2011,81727
4402,01,2,2,2011,75159
4403,01,2,3,2011,84957
4404,01,2,4,2011,39517
4405,01,2,5,2011,17501
4406,02,2,1,2011,71704
4407,02,2,2,2011,64022
4408,02,2,3,2011,74243
4409,02,2,4,2011,36369
4410,02,2,5,2011,17205
4411,03,2,1,2011,36782
4412,03,2,2,2011,34966
4413,03,2,3,2011,47324
4414,03,2,4,2011,28995
4415,03,2,5,2011,16511
4416,04,2,1,2011,18762
4417,04,2,2,2011,15752
4418,04,2,3,2011,22398
4419,04,2,4,2011,13945
4420,04,2,5,2011,7066
4421,05,2,1,2011,16151
4422,05,2,2,2011,14698
4423,05,2,3,2011,19782
4424,05,2,4,2011,11097
4425,05,2,5,2011,5770
4426,06,2,1,2011,121381
4427,06,2,2,2011,123050
4428,06,2,3,2011,138422
4429,06,2,4,2011,82141
4430,06,2,5,2011,47541
4431,07,2,1,2011,37522
4432,07,2,2,2011,32883
4433,07,2,3,2011,44460
4434,07,2,4,2011,26170
4435,07,2,5,2011,13480
4436,08,2,1,2011,36868
4437,08,2,2,2011,33047
4438,08,2,3,2011,39881
4439,08,2,4,2011,19654
4440,08,2,5,2011,9228
4441,09,2,1,2011,17053
4442,09,2,2,2011,15477
4443,09,2,3,2011,21568
4444,09,2,4,2011,12786
4445,09,2,5,2011,7441
4446,10,2,1,2011,37717
4447,10,2,2,2011,36381
4448,10,2,3,2011,40535
4449,10,2,4,2011,22237
4450,10,2,5,2011,10782
4451,11,2,1,2011,41155
4452,11,2,2,2011,37769
4453,11,2,3,2011,47624
4454,11,2,4,2011,30194
4455,11,2,5,2011,16661
4456,12,2,1,2011,29793
4457,12,2,2,2011,28163
4458,12,2,3,2011,38532
4459,12,2,4,2011,23850
4460,12,2,5,2011,14847
4461,13,2,1,2011,243553
4462,13,2,2,2011,245048
4463,13,2,3,2011,252069
4464,13,2,4,2011,135183
4465,13,2,5,2011,67837
4466,14,2,1,2011,87197
4467,14,2,2,2011,83693
4468,14,2,3,2011,90111
4469,14,2,4,2011,46563
4470,14,2,5,2011,22589
4471,15,2,1,2011,14433
4472,15,2,2,2011,14956
4473,15,2,3,2011,21903
4474,15,2,4,2011,12875
4475,15,2,5,2011,7548
4476,16,2,1,2011,39538
4477,16,2,2,2011,37979
4478,16,2,3,2011,49314
4479,16,2,4,2011,28265
4480,16,2,5,2011,16024
4481,17,2,1,2011,68833
4482,17,2,2,2011,66471
4483,17,2,3,2011,82161
4484,17,2,4,2011,54445
4485,17,2,5,2011,29243
4486,18,2,1,2011,35191
4487,18,2,2,2011,33163
4488,18,2,3,2011,43280
4489,18,2,4,2011,26067
4490,18,2,5,2011,13446
4491,19,2,1,2011,25058
4492,19,2,2,2011,26150
4493,19,2,3,2011,33377
4494,19,2,4,2011,20394
4495,19,2,5,2011,12492
4496,21,2,1,2011,63392
4497,21,2,2,2011,67418
4498,21,2,3,2011,69514
