id,departement_code,sexe_id,tranche_age_id,annee,population
8160,95,3,5,2014,43730
8161,01,2,1,2015,85266
8162,01,2,2,2015,73694
8163,01,2,3,2015,88663
8164,01,2,4,2015,44791
8165,01,2,5,2015,19568
8166,02,2,1,2015,70332
8167,02,2,2,2015,59814
8168,02,2,3,2015,72387
8169,02,2,4,2015,41544
8170,02,2,5,2015,17919
8171,03,2,1,2015,36471
8172,03,2,2,2015,32913
8173,03,2,3,2015,45767
8174,03,2,4,2015,31607
8175,03,2,5,2015,16997
8176,04,2,1,2015,18201
8177,04,2,2,2015,15106
8178,04,2,3,2015,22037
8179,04,2,4,2015,15528
8180,04,2,5,2015,7840
8181,05,2,1,2015,16106
8182,05,2,2,2015,14398
8183,05,2,3,2015,19788
8184,05,2,4,2015,12359
8185,05,2,5,2015,6213
8186,06,2,1,2015,118951
8187,06,2,2,2015,119128
8188,06,2,3,2015,138887
8189,06,2,4,2015,86277
8190,06,2,5,2015,49772
8191,07,2,1,2015,37375
8192,07,2,2,2015,31495
8193,07,2,3,2015,45147
8194,07,2,4,2015,29507
8195,07,2,5,2015,14535
8196,08,2,1,2015,34442
8197,08,2,2,2015,30323
8198,08,2,3,2015,38672
8199,08,2,4,2015,22029
8200,08,2,5,2015,10036
8201,09,2,1,2015,16659
8202,09,2,2,2015,14840
8203,09,2,3,2015,21015
8204,09,2,4,2015,14393
8205,09,2,5,2015,7602
8206,10,2,1,2015,38643
8207,10,2,2,2015,35269
8208,10,2,3,2015,40089
8209,10,2,4,2015,24471
8210,10,2,5,2015,11605
8211,11,2,1,2015,41203
8212,11,2,2,2015,35325
8213,11,2,3,2015,48528
8214,11,2,4,2015,34218
8215,11,2,5,2015,17488
8216,12,2,1,2015,30299
8217,12,2,2,2015,26756
8218,12,2,3,2015,38635
8219,12,2,4,2015,26057
8220,12,2,5,2015,15636
8221,13,2,1,2015,247589
8222,13,2,2,2015,241187
8223,13,2,3,2015,256715
8224,13,2,4,2015,147595
8225,13,2,5,2015,72359
8226,14,2,1,2015,86804
8227,14,2,2,2015,79490
8228,14,2,3,2015,89152
8229,14,2,4,2015,53941
8230,14,2,5,2015,24506
8231,15,2,1,2015,14111
8232,15,2,2,2015,13866
8233,15,2,3,2015,20990
8234,15,2,4,2015,14337
8235,15,2,5,2015,7935
8236,16,2,1,2015,39520
8237,16,2,2,2015,35561
8238,16,2,3,2015,48364
8239,16,2,4,2015,31545
8240,16,2,5,2015,16607
8241,17,2,1,2015,69773
8242,17,2,2,2015,61639
8243,17,2,3,2015,82620
8244,17,2,4,2015,61463
8245,17,2,5,2015,31513
8246,18,2,1,2015,34718
8247,18,2,2,2015,30988
8248,18,2,3,2015,41960
8249,18,2,4,2015,28196
8250,18,2,5,2015,14247
8251,19,2,1,2015,25542
8252,19,2,2,2015,24192
8253,19,2,3,2015,32751
8254,19,2,4,2015,22246
8255,19,2,5,2015,12513
8256,21,2,1,2015,64081
8257,21,2,2,2015,64458
8258,21,2,3,2015,69276
8259,21,2,4,2015,40652
8260,21,2,5,2015,19242
8261,22,2,1,2015,71040
8262,22,2,2,2015,56771
8263,22,2,3,2015,79383
8264,22,2,4,2015,54156
8265,22,2,5,2015,27650
8266,23,2,1,2015,11432
8267,23,2,2,2015,10542
8268,23,2,3,2015,16980
8269,23,2,4,2015,12548
8270,23,2,5,2015,7105
8271,24,2,1,2015,42454
8272,24,2,2,2015,36987
8273,24,2,3,2015,56339
8274,24,2,4,2015,41791
8275,24,2,5,2015,22591
8276,25,2,1,2015,68881
8277,25,2,2,2015,67793
8278,25,2,3,2015,68762
8279,25,2,4,2015,38936
8280,25,2,5,2015,18588
8281,26,2,1,2015,63993
8282,26,2,2,2015,54160
8283,26,2,3,2015,67160
8284,26,2,4,2015,40343
8285,26,2,5,2015,19430
8286,27,2,1,2015,81165
8287,27,2,2,2015,67161
8288,27,2,3,2015,82291
8289,27,2,4,2015,45179
8290,27,2,5,2015,18670
8291,28,2,1,2015,56592
8292,28,2,2,2015,47988
8293,28,2,3,2015,58649
8294,28,2,4,2015,33188
8295,28,2,5,2015,15793
8296,29,2,1,2015,108534
8297,29,2,2,2015,100406
8298,29,2,3,2015,124074
8299,29,2,4,2015,73501
8300,29,2,5,2015,35095
8301,30,2,1,2015,89718
8302,30,2,2,2015,76832
8303,30,2,3,2015,97370
8304,30,2,4,2015,62484
8305,30,2,5,2015,29437
8306,31,2,1,2015,165084
8307,31,2,2,2015,192839
8308,31,2,3,2015,172026
8309,31,2,4,2015,82095
8310,31,2,5,2015,39719
8311,32,2,1,2015,20305
8312,32,2,2,2015,16986
8313,32,2,3,2015,26749
8314,32,2,4,2015,18468
8315,32,2,5,2015,10716
8316,33,2,1,2015,187013
8317,33,2,2,2015,194644
8318,33,2,3,2015,202196
8319,33,2,4,2015,109219
8320,33,2,5,2015,51188
8321,34,2,1,2015,132024
8322,34,2,2,2015,136032
8323,34,2,3,2015,137558
8324,34,2,4,2015,87539
8325,34,2,5,2015,42464
8326,35,2,1,2015,138121
8327,35,2,2,2015,135273
8328,35,2,3,2015,135095
8329,35,2,4,2015,67181
8330,35,2,5,2015,33829
8331,36,2,1,2015,23804
8332,36,2,2,2015,20434
8333,36,2,3,2015,30799
8334,36,2,4,2015,21374
8335,36,2,5,2015,11883
8336,37,2,1,2015,73234
8337,37,2,2,2015,69086
8338,37,2,3,2015,78405
8339,37,2,4,2015,45590
8340,37,2,5,2015,24498
8341,38,2,1,2015,167038
8342,38,2,2,2015,154137
8343,38,2,3,2015,166289
8344,38,2,4,2015,87386
8345,38,2,5,2015,39771
8346,39,2,1,2015,31768
8347,39,2,2,2015,26713
8348,39,2,3,2015,35868
8349,39,2,4,2015,21953
8350,39,2,5,2015,10907
8351,40,2,1,2015,44939
8352,40,2,2,2015,40451
8353,40,2,3,2015,55903
8354,40,2,4,2015,36355
8355,40,2,5,2015,18166
8356,41,2,1,2015,39574
8357,41,2,2,2015,33014
8358,41,2,3,2015,44769
8359,41,2,4,2015,28522
8360,41,2,5,2015,15960
8361,42,2,1,2015,95512
8362,42,2,2,2015,84042
8363,42,2,3,2015,96676
8364,42,2,4,2015,59763
8365,42,2,5,2015,30317
8366,43,2,1,2015,26947
8367,43,2,2,2015,22742
8368,43,2,3,2015,32082
8369,43,2,4,2015,20118
8370,43,2,5,2015,9757
8371,44,2,1,2015,180799
8372,44,2,2,2015,171350
8373,44,2,3,2015,176832
8374,44,2,4,2015,92159
8375,44,2,5,2015,41788
8376,45,2,1,2015,87688
8377,45,2,2,2015,77715
8378,45,2,3,2015,87860
8379,45,2,4,2015,50045
8380,45,2,5,2015,24514
8381,46,2,1,2015,17346
8382,46,2,2,2015,15059
8383,46,2,3,2015,23543
8384,46,2,4,2015,18053
8385,46,2,5,2015,9967
8386,47,2,1,2015,37330
8387,47,2,2,2015,32533
8388,47,2,3,2015,43367
8389,47,2,4,2015,30382
8390,47,2,5,2015,16953
8391,48,2,1,2015,8419
8392,48,2,2,2015,7674
8393,48,2,3,2015,11024
8394,48,2,4,2015,7184
8395,48,2,5,2015,3729
8396,49,2,1,2015,108247
8397,49,2,2,2015,95816
8398,49,2,3,2015,103666
8399,49,2,4,2015,56914
8400,49,2,5,2015,29842
8401,50,2,1,2015,58303
8402,50,2,2,2015,51450
8403,50,2,3,2015,68270
8404,50,2,4,2015,42539
8405,50,2,5,2015,22804
8406,51,2,1,2015,72415
8407,51,2,2,2015,72414
8408,51,2,3,2015,73523
8409,51,2,4,2015,41299
8410,51,2,5,2015,18197
8411,52,2,1,2015,20204
8412,52,2,2,2015,19208
8413,52,2,3,2015,24485
8414,52,2,4,2015,15861
8415,52,2,5,2015,7931
8416,53,2,1,2015,40764
8417,53,2,2,2015,32618
8418,53,2,3,2015,41360
8419,53,2,4,2015,23101
8420,53,2,5,2015,13570
8421,54,2,1,2015,90193
8422,54,2,2,2015,95641
8423,54,2,3,2015,94353
8424,54,2,4,2015,52309
8425,54,2,5,2015,24483
8426,55,2,1,2015,23056
8427,55,2,2,2015,21497
8428,55,2,3,2015,26271
8429,55,2,4,2015,15866
8430,55,2,5,2015,7435
8431,56,2,1,2015,89031
8432,56,2,2,2015,76176
8433,56,2,3,2015,101086
8434,56,2,4,2015,63863
8435,56,2,5,2015,30942
8436,57,2,1,2015,122597
8437,57,2,2,2015,128558
8438,57,2,3,2015,147052
8439,57,2,4,2015,77573
8440,57,2,5,2015,35592
8441,58,2,1,2015,21782
8442,58,2,2,2015,19832
8443,58,2,3,2015,27924
8444,58,2,4,2015,21372
8445,58,2,5,2015,11102
8446,59,2,1,2015,358813
8447,59,2,2,2015,338773
8448,59,2,3,2015,327707
8449,59,2,4,2015,164368
8450,59,2,5,2015,68763
8451,60,2,1,2015,112354
8452,60,2,2,2015,98159
8453,60,2,3,2015,113238
8454,60,2,4,2015,56542
8455,60,2,5,2015,22239
8456,61,2,1,2015,33684
8457,61,2,2,2015,27969
8458,61,2,3,2015,38627
8459,61,2,4,2015,25567
8460,61,2,5,2015,13808
8461,62,2,1,2015,199208
8462,62,2,2,2015,175718
8463,62,2,3,2015,194430
8464,62,2,4,2015,101718
8465,62,2,5,2015,42097
8466,63,2,1,2015,74951
8467,63,2,2,2015,76455
8468,63,2,3,2015,86461
8469,63,2,4,2015,52047
8470,63,2,5,2015,23686
8471,64,2,1,2015,74857
8472,64,2,2,2015,72070
8473,64,2,3,2015,91086
8474,64,2,4,2015,54288
8475,64,2,5,2015,29621
8476,65,2,1,2015,24324
8477,65,2,2,2015,21934
8478,65,2,3,2015,31112
8479,65,2,4,2015,20847
8480,65,2,5,2015,11701
8481,66,2,1,2015,54594
8482,66,2,2,2015,46369
8483,66,2,3,2015,59202
8484,66,2,4,2015,41548
8485,66,2,5,2015,22403
8486,67,2,1,2015,133791
8487,67,2,2,2015,142104
8488,67,2,3,2015,153766
8489,67,2,4,2015,79257
8490,67,2,5,2015,34587
8491,68,2,1,2015,93380
8492,68,2,2,2015,88811
8493,68,2,3,2015,107723
8494,68,2,4,2015,57620
8495,68,2,5,2015,25572
8496,69,2,1,2015,239173
8497,69,2,2,2015,252590
8498,69,2,3,2015,218616
8499,69,2,4,2015,110685
8500,69,2,5,2015,55593
8501,70,2,1,2015,29288
8502,70,2,2,2015,24494
8503,70,2,3,2015,33523
8504,70,2,4,2015,20747
8505,70,2,5,2015,9356
8506,71,2,1,2015,63018
8507,71,2,2,2015,55137
8508,71,2,3,2015,75075
8509,71,2,4,2015,50171
8510,71,2,5,2015,26072
8511,72,2,1,2015,72569
8512,72,2,2,2015,61427
8513,72,2,3,2015,75304
8514,72,2,4,2015,43971
8515,72,2,5,2015,23160
8516,73,2,1,2015,51988
8517,73,2,2,2015,50236
8518,73,2,3,2015,59944
8519,73,2,4,2015,32499
8520,73,2,5,2015,15420
8521,74,2,1,2015,102156
8522,74,2,2,2015,103159
8523,74,2,3,2015,109910
8524,74,2,4,2015,52825
8525,74,2,5,2015,21889
8526,75,2,1,2015,217507
8527,75,2,2,2015,354095
8528,75,2,3,2015,269712
8529,75,2,4,2015,136368
8530,75,2,5,2015,61294
8531,76,2,1,2015,160271
8532,76,2,2,2015,150740
8533,76,2,3,2015,161598
8534,76,2,4,2015,91086
8535,76,2,5,2015,40883
8536,77,2,1,2015,199643
8537,77,2,2,2015,173580
8538,77,2,3,2015,189077
8539,77,2,4,2015,84225
8540,77,2,5,2015,31682
8541,78,2,1,2015,197128
8542,78,2,2,2015,173942
8543,78,2,3,2015,191861
8544,78,2,4,2015,92125
8545,78,2,5,2015,40534
8546,79,2,1,2015,45309
8547,79,2,2,2015,38355
8548,79,2,3,2015,51767
8549,79,2,4,2015,30672
8550,79,2,5,2015,17358
8551,80,2,1,2015,72962
8552,80,2,2,2015,68710
8553,80,2,3,2015,74962
8554,80,2,4,2015,42663
8555,80,2,5,2015,18786
8556,81,2,1,2015,44455
8557,81,2,2,2015,37960
8558,81,2,3,2015,51607
8559,81,2,4,2015,32834
8560,81,2,5,2015,19295
8561,82,2,1,2015,32210
8562,82,2,2,2015,26656
8563,82,2,3,2015,34204
8564,82,2,4,2015,20706
8565,82,2,5,2015,10857
8566,83,2,1,2015,114958
8567,83,2,2,2015,109114
8568,83,2,3,2015,135127
8569,83,2,4,2015,95403
8570,83,2,5,2015,49576
8571,84,2,1,2015,69255
8572,84,2,2,2015,59398
8573,84,2,3,2015,73103
8574,84,2,4,2015,45337
8575,84,2,5,2015,21044
8576,85,2,1,2015,81784
8577,85,2,2,2015,69527
8578,85,2,3,2015,87932
8579,85,2,4,2015,58093
8580,85,2,5,2015,28890
8581,86,2,1,2015,52298
8582,86,2,2,2015,50303
8583,86,2,3,2015,55731
8584,86,2,4,2015,33711
8585,86,2,5,2015,18185
8586,87,2,1,2015,41415
8587,87,2,2,2015,40221
8588,87,2,3,2015,48983
8589,87,2,4,2015,31971
8590,87,2,5,2015,17029
8591,88,2,1,2015,43229
8592,88,2,2,2015,38733
8593,88,2,3,2015,51527
8594,88,2,4,2015,32080
8595,88,2,5,2015,15104
8596,89,2,1,2015,41175
8597,89,2,2,2015,33994
8598,89,2,3,2015,45785
8599,89,2,4,2015,30197
8600,89,2,5,2015,14738
8601,90,2,1,2015,18685
8602,90,2,2,2015,18837
8603,90,2,3,2015,19064
8604,90,2,4,2015,10340
8605,90,2,5,2015,4860
8606,91,2,1,2015,178782
8607,91,2,2,2015,165221
8608,91,2,3,2015,170207
8609,91,2,4,2015,76531
8610,91,2,5,2015,33614
8611,92,2,1,2015,205930
8612,92,2,2,2015,225436
8613,92,2,3,2015,202282
8614,92,2,4,2015,88015
8615,92,2,5,2015,42231
8616,93,2,1,2015,235687
8617,93,2,2,2015,227498
8618,93,2,3,2015,203334
8619,93,2,4,2015,85076
8620,93,2,5,2015,32195
8621,94,2,1,2015,180549
8622,94,2,2,2015,188361
8623,94,2,3,2015,176840
8624,94,2,4,2015,78535
8625,94,2,5,2015,35407
8626,95,2,1,2015,176999
8627,95,2,2,2015,159183
8628,95,2,3,2015,157055
8629,95,2,4,2015,70619
8630,95,2,5,2015,26603
8631,01,3,1,2015,80852
8632,01,3,2,2015,73158
8633,01,3,3,2015,88972
8634,01,3,4,2015,46870
8635,01,3,5,2015,30043
8636,02,3,1,2015,67165
8637,02,3,2,2015,59939
8638,02,3,3,2015,73568
8639,02,3,4,2015,44882
8640,02,3,5,2015,31109
8641,03,3,1,2015,34861
8642,03,3,2,2015,32498
8643,03,3,3,2015,47313
8644,03,3,4,2015,34967
8645,03,3,5,2015,28219
8646,04,3,1,2015,16799
8647,04,3,2,2015,15233
8648,04,3,3,2015,23043
8649,04,3,4,2015,16408
8650,04,3,5,2015,11604
8651,05,3,1,2015,15458
8652,05,3,2,2015,14242
8653,05,3,3,2015,20002
8654,05,3,4,2015,13033
8655,05,3,5,2015,9317
8656,06,3,1,2015,112405
8657,06,3,2,2015,123663
8658,06,3,3,2015,149818
8659,06,3,4,2015,102461
8660,06,3,5,2015,81078
8661,07,3,1,2015,35864
8662,07,3,2,2015,31671
8663,07,3,3,2015,45252
8664,07,3,4,2015,31196
8665,07,3,5,2015,22167
8666,08,3,1,2015,32540
8667,08,3,2,2015,30173
8668,08,3,3,2015,38848
8669,08,3,4,2015,23603
8670,08,3,5,2015,17086
8671,09,3,1,2015,15589
8672,09,3,2,2015,14492
8673,09,3,3,2015,21543
8674,09,3,4,2015,14725
8675,09,3,5,2015,11641
8676,10,3,1,2015,36519
8677,10,3,2,2015,34877
8678,10,3,3,2015,41204
8679,10,3,4,2015,26803
8680,10,3,5,2015,19576
8681,11,3,1,2015,39554
8682,11,3,2,2015,36399
8683,11,3,3,2015,50685
8684,11,3,4,2015,37246
8685,11,3,5,2015,26311
8686,12,3,1,2015,27735
8687,12,3,2,2015,25658
8688,12,3,3,2015,37784
8689,12,3,4,2015,27267
8690,12,3,5,2015,23342
8691,13,3,1,2015,236978
8692,13,3,2,2015,250740
8693,13,3,3,2015,277746
8694,13,3,4,2015,169494
8695,13,3,5,2015,116219
8696,14,3,1,2015,82818
8697,14,3,2,2015,80533
8698,14,3,3,2015,92846
8699,14,3,4,2015,60535
8700,14,3,5,2015,42954
8701,15,3,1,2015,13636
8702,15,3,2,2015,13426
8703,15,3,3,2015,20472
8704,15,3,4,2015,14810
8705,15,3,5,2015,12636
8706,16,3,1,2015,36425
8707,16,3,2,2015,35042
8708,16,3,3,2015,50232
8709,16,3,4,2015,34234
8710,16,3,5,2015,26083
8711,17,3,1,2015,65690
8712,17,3,2,2015,61918
8713,17,3,3,2015,87878
8714,17,3,4,2015,69034
8715,17,3,5,2015,48410
8716,18,3,1,2015,32608
8717,18,3,2,2015,30183
8718,18,3,3,2015,43170
8719,18,3,4,2015,30240
8720,18,3,5,2015,22682
8721,19,3,1,2015,23768
8722,19,3,2,2015,22563
8723,19,3,3,2015,33384
8724,19,3,4,2015,24248
8725,19,3,5,2015,20664
8726,21,3,1,2015,61960
8727,21,3,2,2015,65381
8728,21,3,3,2015,71493
8729,21,3,4,2015,44780
8730,21,3,5,2015,31824
8731,22,3,1,2015,66865
8732,22,3,2,2015,56165
8733,22,3,3,2015,80017
8734,22,3,4,2015,59483
8735,22,3,5,2015,46827
8736,23,3,1,2015,10689
8737,23,3,2,2015,10001
8738,23,3,3,2015,16667
8739,23,3,4,2015,12686
8740,23,3,5,2015,11715
8741,24,3,1,2015,40235
8742,24,3,2,2015,36894
8743,24,3,3,2015,58625
8744,24,3,4,2015,44960
8745,24,3,5,2015,34541
8746,25,3,1,2015,65880
8747,25,3,2,2015,66315
8748,25,3,3,2015,69992
8749,25,3,4,2015,42383
8750,25,3,5,2015,29429
8751,26,3,1,2015,59960
8752,26,3,2,2015,55097
8753,26,3,3,2015,69938
8754,26,3,4,2015,44832
8755,26,3,5,2015,29724
8756,27,3,1,2015,76653
8757,27,3,2,2015,68589
8758,27,3,3,2015,83326
8759,27,3,4,2015,48481
8760,27,3,5,2015,30433
8761,28,3,1,2015,53894
8762,28,3,2,2015,48505
8763,28,3,3,2015,59534
8764,28,3,4,2015,35306
8765,28,3,5,2015,24586
8766,29,3,1,2015,102575
8767,29,3,2,2015,94164
8768,29,3,3,2015,123464
8769,29,3,4,2015,82151
8770,29,3,5,2015,63832
8771,30,3,1,2015,85161
8772,30,3,2,2015,79082
8773,30,3,3,2015,103973
8774,30,3,4,2015,68766
8775,30,3,5,2015,45366
8776,31,3,1,2015,158502
8777,31,3,2,2015,192419
8778,31,3,3,2015,175969
8779,31,3,4,2015,93393
8780,31,3,5,2015,63057
8781,32,3,1,2015,19004
8782,32,3,2,2015,16866
8783,32,3,3,2015,27301
8784,32,3,4,2015,19326
8785,32,3,5,2015,15211
8786,33,3,1,2015,180497
8787,33,3,2,2015,201438
8788,33,3,3,2015,212792
8789,33,3,4,2015,124850
8790,33,3,5,2015,84641
8791,34,3,1,2015,126537
8792,34,3,2,2015,143145
8793,34,3,3,2015,149248
8794,34,3,4,2015,100233
8795,34,3,5,2015,65410
8796,35,3,1,2015,132617
8797,35,3,2,2015,134634
8798,35,3,3,2015,135377
8799,35,3,4,2015,75646
8800,35,3,5,2015,55111
8801,36,3,1,2015,22545
8802,36,3,2,2015,20320
8803,36,3,3,2015,31068
8804,36,3,4,2015,22961
8805,36,3,5,2015,19012
8806,37,3,1,2015,71989
8807,37,3,2,2015,71300
8808,37,3,3,2015,81041
8809,37,3,4,2015,51582
8810,37,3,5,2015,38241
8811,38,3,1,2015,158491
8812,38,3,2,2015,151610
8813,38,3,3,2015,168842
8814,38,3,4,2015,95383
8815,38,3,5,2015,62113
8816,39,3,1,2015,29902
8817,39,3,2,2015,26372
8818,39,3,3,2015,36062
8819,39,3,4,2015,23437
8820,39,3,5,2015,17605
8821,40,3,1,2015,42482
8822,40,3,2,2015,39960
8823,40,3,3,2015,57127
8824,40,3,4,2015,39922
8825,40,3,5,2015,27929
8826,41,3,1,2015,37541
8827,41,3,2,2015,33111
8828,41,3,3,2015,45545
8829,41,3,4,2015,30788
8830,41,3,5,2015,24226
8831,42,3,1,2015,91240
8832,42,3,2,2015,84537
8833,42,3,3,2015,99279
8834,42,3,4,2015,66420
8835,42,3,5,2015,51625
8836,43,3,1,2015,25354
8837,43,3,2,2015,21817
8838,43,3,3,2015,31304
8839,43,3,4,2015,20544
8840,43,3,5,2015,16369
8841,44,3,1,2015,172855
8842,44,3,2,2015,170204
8843,44,3,3,2015,181248
8844,44,3,4,2015,105189
8845,44,3,5,2015,72803
8846,45,3,1,2015,83708
8847,45,3,2,2015,79032
8848,45,3,3,2015,90230
8849,45,3,4,2015,54498
8850,45,3,5,2015,38059
8851,46,3,1,2015,16640
8852,46,3,2,2015,14757
8853,46,3,3,2015,24431
8854,46,3,4,2015,18798
8855,46,3,5,2015,14806
8856,47,3,1,2015,35480
8857,47,3,2,2015,33059
8858,47,3,3,2015,45805
8859,47,3,4,2015,33076
8860,47,3,5,2015,25432
8861,48,3,1,2015,7859
8862,48,3,2,2015,7544
8863,48,3,3,2015,10338
8864,48,3,4,2015,6971
8865,48,3,5,2015,5567
8866,49,3,1,2015,104088
8867,49,3,2,2015,95612
8868,49,3,3,2015,105259
8869,49,3,4,2015,62974
8870,49,3,5,2015,47768
8871,50,3,1,2015,55487
8872,50,3,2,2015,49071
8873,50,3,3,2015,68057
8874,50,3,4,2015,45806
8875,50,3,5,2015,37500
8876,51,3,1,2015,68992
8877,51,3,2,2015,71175
8878,51,3,3,2015,76825
8879,51,3,4,2015,46358
8880,51,3,5,2015,31095
8881,52,3,1,2015,19146
8882,52,3,2,2015,17779
8883,52,3,3,2015,24826
8884,52,3,4,2015,16675
8885,52,3,5,2015,13039
8886,53,3,1,2015,38715
8887,53,3,2,2015,31989
8888,53,3,3,2015,40219
8889,53,3,4,2015,25036
8890,53,3,5,2015,20568
8891,54,3,1,2015,86177
8892,54,3,2,2015,93562
8893,54,3,3,2015,97610
8894,54,3,4,2015,58261
8895,54,3,5,2015,41814
8896,55,3,1,2015,21528
8897,55,3,2,2015,20036
8898,55,3,3,2015,26046
8899,55,3,4,2015,16359
8900,55,3,5,2015,12532
8901,56,3,1,2015,83947
8902,56,3,2,2015,73653
8903,56,3,3,2015,102814
8904,56,3,4,2015,71233
8905,56,3,5,2015,52068
8906,57,3,1,2015,115314
8907,57,3,2,2015,125182
8908,57,3,3,2015,149752
8909,57,3,4,2015,84884
8910,57,3,5,2015,57982
8911,58,3,1,2015,20081
8912,58,3,2,2015,19131
8913,58,3,3,2015,28571
8914,58,3,4,2015,23000
8915,58,3,5,2015,18952
8916,59,3,1,2015,343360
8917,59,3,2,2015,343363
8918,59,3,3,2015,340340
8919,59,3,4,2015,191143
8920,59,3,5,2015,128608
8921,60,3,1,2015,107427
8922,60,3,2,2015,100171
8923,60,3,3,2015,114448
8924,60,3,4,2015,60513
8925,60,3,5,2015,36461
8926,61,3,1,2015,31658
8927,61,3,2,2015,27544
8928,61,3,3,2015,38631
8929,61,3,4,2015,27171
8930,61,3,5,2015,21959
8931,62,3,1,2015,188636
8932,62,3,2,2015,174235
8933,62,3,3,2015,198025
8934,62,3,4,2015,117328
8935,62,3,5,2015,81253
8936,63,3,1,2015,72222
8937,63,3,2,2015,75857
8938,63,3,3,2015,87954
8939,63,3,4,2015,57272
8940,63,3,5,2015,40596
8941,64,3,1,2015,70928
8942,64,3,2,2015,71679
8943,64,3,3,2015,94816
8944,64,3,4,2015,62098
8945,64,3,5,2015,48589
8946,65,3,1,2015,22781
8947,65,3,2,2015,21016
8948,65,3,3,2015,32528
8949,65,3,4,2015,23016
8950,65,3,5,2015,19323
8951,66,3,1,2015,51349
8952,66,3,2,2015,48795
8953,66,3,3,2015,64007
8954,66,3,4,2015,47636
8955,66,3,5,2015,35135
8956,67,3,1,2015,128746
8957,67,3,2,2015,145229
8958,67,3,3,2015,157274
8959,67,3,4,2015,84301
8960,67,3,5,2015,57603
8961,68,3,1,2015,88979
8962,68,3,2,2015,89583
8963,68,3,3,2015,109046
8964,68,3,4,2015,60389
8965,68,3,5,2015,41504
8966,69,3,1,2015,232019
8967,69,3,2,2015,263215
8968,69,3,3,2015,229233
8969,69,3,4,2015,128840
8970,69,3,5,2015,92031
8971,70,3,1,2015,27014
8972,70,3,2,2015,23998
8973,70,3,3,2015,33237
8974,70,3,4,2015,21506
8975,70,3,5,2015,14543
8976,71,3,1,2015,59013
8977,71,3,2,2015,53874
8978,71,3,3,2015,76736
8979,71,3,4,2015,54101
8980,71,3,5,2015,42211
8981,72,3,1,2015,69716
8982,72,3,2,2015,61599
8983,72,3,3,2015,76232
8984,72,3,4,2015,47962
8985,72,3,5,2015,36505
8986,73,3,1,2015,49008
8987,73,3,2,2015,48931
8988,73,3,3,2015,59905
8989,73,3,4,2015,35702
8990,73,3,5,2015,24571
8991,74,3,1,2015,96701
8992,74,3,2,2015,102355
8993,74,3,3,2015,111382
8994,74,3,4,2015,58255
8995,74,3,5,2015,35306
8996,75,3,1,2015,216128
8997,75,3,2,2015,387753
8998,75,3,3,2015,289588
8999,75,3,4,2015,167696
9000,75,3,5,2015,106347
9001,76,3,1,2015,153811
9002,76,3,2,2015,152747
9003,76,3,3,2015,170731
9004,76,3,4,2015,103733
9005,76,3,5,2015,72099
9006,77,3,1,2015,191312
9007,77,3,2,2015,184128
9008,77,3,3,2015,194524
9009,77,3,4,2015,90848
9010,77,3,5,2015,51102
9011,78,3,1,2015,187967
9012,78,3,2,2015,178294
9013,78,3,3,2015,201067
9014,78,3,4,2015,101160
9015,78,3,5,2015,63213
9016,79,3,1,2015,42671
9017,79,3,2,2015,38036
9018,79,3,3,2015,51818
9019,79,3,4,2015,32656
9020,79,3,5,2015,25793
9021,80,3,1,2015,69719
9022,80,3,2,2015,68697
9023,80,3,3,2015,76511
9024,80,3,4,2015,46969
9025,80,3,5,2015,31900
9026,81,3,1,2015,42705
9027,81,3,2,2015,38559
9028,81,3,3,2015,53554
9029,81,3,4,2015,36063
9030,81,3,5,2015,29511
9031,82,3,1,2015,30225
9032,82,3,2,2015,27026
9033,82,3,3,2015,34859
9034,82,3,4,2015,21954
9035,82,3,5,2015,16577
9036,83,3,1,2015,108810
9037,83,3,2,2015,108162
9038,83,3,3,2015,145279
9039,83,3,4,2015,107859
9040,83,3,5,2015,74364
9041,84,3,1,2015,65589
9042,84,3,2,2015,61625
9043,84,3,3,2015,78475
9044,84,3,4,2015,50189
9045,84,3,5,2015,33533
9046,85,3,1,2015,77939
9047,85,3,2,2015,67444
9048,85,3,3,2015,88473
9049,85,3,4,2015,62796
9050,85,3,5,2015,43836
9051,86,3,1,2015,50968
9052,86,3,2,2015,51405
9053,86,3,3,2015,57397
9054,86,3,4,2015,36720
9055,86,3,5,2015,28169
9056,87,3,1,2015,40334
9057,87,3,2,2015,41404
9058,87,3,3,2015,51165
9059,87,3,4,2015,35468
9060,87,3,5,2015,27805
9061,88,3,1,2015,41404
9062,88,3,2,2015,37521
9063,88,3,3,2015,52120
9064,88,3,4,2015,34124
9065,88,3,5,2015,26174
9066,89,3,1,2015,38553
9067,89,3,2,2015,34665
9068,89,3,3,2015,46523
9069,89,3,4,2015,31770
9070,89,3,5,2015,23503
9071,90,3,1,2015,16838
9072,90,3,2,2015,17158
9073,90,3,3,2015,19250
9074,90,3,4,2015,11425
9075,90,3,5,2015,8026
9076,91,3,1,2015,171539
9077,91,3,2,2015,169947
9078,91,3,3,2015,173763
9079,91,3,4,2015,84152
9080,91,3,5,2015,52477
9081,92,3,1,2015,198290
9082,92,3,2,2015,239729
9083,92,3,3,2015,221568
9084,92,3,4,2015,104847
9085,92,3,5,2015,73241
9086,93,3,1,2015,226254
9087,93,3,2,2015,237406
9088,93,3,3,2015,205840
9089,93,3,4,2015,88209
9090,93,3,5,2015,51164
