code_dept,annee,population_totale,pct_hommes,pct_femmes,pct_jeunes,pct_seniors,indice_vieillissement,tour,pct_abstentions,pct_blancs_nuls,DF,EELV,LFI,LO,LR,LREM,MoDem,NPA,PCF,PS,RN,Reconquête,Résistons !,SP,UPR,taux_chomage,taux_pour_mille,croissance_total_entreprises,solde_commercial,pct_immigration,taux_epargne,prix_consommation,pre_depenses
06,2012,1082014,0.47412140693188815,0.5258785930681119,0.44716242118863525,0.28592421170151217,0.6394177120782325,1,25.913448948733325,1.5311578716179117,1.56,2.12,8.36,0.27,36.62,0.0,6.59,0.68,0.0,18.92,23.14,0.0,0.0,0.21,0.0,9.3,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
06,2012,1082014,0.47412140693188815,0.5258785930681119,0.44716242118863525,0.28592421170151217,0.6394177120782325,2,24.40662239940992,5.017530567937,0.0,0.0,0.0,0.0,61.09,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,0.0,0.0,9.3,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
06,2017,1083310,0.4729744948352734,0.5270255051647266,0.43387765274944384,0.3016717283141483,0.6952905527904772,1,26.990644421327787,1.9898108879464405,4.2,0.0,14.66,0.29,26.85,18.66,0.0,0.6,0.0,3.51,27.2,0.0,0.88,0.16,1.01,9.8,62.9448819,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
06,2017,1083310,0.4729744948352734,0.5270255051647266,0.43387765274944384,0.3016717283141483,0.6952905527904772,2,35.2371619390505,10.577042568073768,0.0,0.0,0.0,0.0,0.0,49.52,0.0,0.0,0.0,0.0,39.9,0.0,0.0,0.0,0.0,9.8,62.9448819,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
06,2022,1109054,0.4728245874411886,0.5271754125588114,0.42493782989827367,0.3135708450625488,0.7379199616509856,1,36.51382002061957,2.0263635917325344,2.33,4.1,16.19,0.29,5.48,24.5,0.0,0.52,1.55,0.95,26.11,13.71,2.24,0.0,0.0,7.35,62.120725300000004,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
06,2022,1109054,0.4728245874411886,0.5271754125588114,0.42493782989827367,0.3135708450625488,0.7379199616509856,2,38.66905289775712,6.933782087239897,0.0,0.0,0.0,0.0,0.0,46.65,0.0,0.0,0.0,0.0,46.41,0.0,0.0,0.0,0.0,7.35,62.120725300000004,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
07,2012,318407,0.4868768588630275,0.5131231411369724,0.4334892134909094,0.28676819291033173,0.6615332572354496,1,18.828952444199206,1.9888569321894027,1.9,2.74,13.79,0.61,23.29,0.0,8.97,1.34,0.0,25.47,19.64,0.0,0.0,0.25,0.0,10.025,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
07,2012,318407,0.4868768588630275,0.5131231411369724,0.4334892134909094,0.28676819291033173,0.6615332572354496,2,19.33065267493748,6.852841661354386,0.0,0.0,0.0,0.0,43.36,0.0,0.0,0.0,0.0,49.78,0.0,0.0,0.0,0.0,0.0,10.025,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
07,2017,325712,0.4876117551702117,0.5123882448297883,0.4130305300388073,0.31172938055705657,0.7547350695666439,1,23.00570960467033,2.7477164048736435,4.93,0.0,21.16,0.65,16.87,21.07,0.0,1.29,0.0,5.84,22.5,0.0,1.77,0.19,0.98,10.075,33.0762495,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
07,2017,325712,0.4876117551702117,0.5123882448297883,0.4130305300388073,0.31172938055705657,0.7547350695666439,2,27.965166133512703,13.894522805810436,0.0,0.0,0.0,0.0,0.0,53.7,0.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,0.0,10.075,33.0762495,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
07,2022,333172,0.48819228506597195,0.5118077149340281,0.40308009076392975,0.333443386599114,0.8272364897275718,1,26.82296959032442,2.3643708642097696,2.44,4.24,21.23,0.6,4.74,22.48,0.0,0.9,2.83,2.08,24.58,7.04,4.48,0.0,0.0,8.05,37.7398406,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
07,2022,333172,0.48819228506597195,0.5118077149340281,0.40308009076392975,0.333443386599114,0.8272364897275718,2,32.06118688940841,11.358487255311791,0.0,0.0,0.0,0.0,0.0,46.47,0.0,0.0,0.0,0.0,42.17,0.0,0.0,0.0,0.0,8.05,37.7398406,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
08,2012,282778,0.48885698321651616,0.5111430167834838,0.47635954706518896,0.2421616957471939,0.5083580016001086,1,25.954853880605622,1.5890203817493322,1.79,1.2,9.14,0.76,24.04,0.0,7.4,1.27,0.0,28.47,24.11,0.0,0.0,0.23,0.0,11.825,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
08,2012,282778,0.48885698321651616,0.5111430167834838,0.47635954706518896,0.2421616957471939,0.5083580016001086,2,25.9783033557391,6.605109540500188,0.0,0.0,0.0,0.0,44.93,0.0,0.0,0.0,0.0,48.46,0.0,0.0,0.0,0.0,0.0,11.825,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
08,2017,273579,0.487533765384039,0.512466234615961,0.4512224988029052,0.27563153604626084,0.6108536828811235,1,29.32476397676693,2.328629501739819,5.2,0.0,17.41,0.92,16.81,17.91,0.0,1.13,0.0,4.81,31.65,0.0,0.94,0.18,0.72,11.05,36.5224065,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
08,2017,273579,0.487533765384039,0.512466234615961,0.4512224988029052,0.27563153604626084,0.6108536828811235,2,34.534127094005264,12.09054409525128,0.0,0.0,0.0,0.0,0.0,44.6,0.0,0.0,0.0,0.0,43.31,0.0,0.0,0.0,0.0,11.05,36.5224065,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
08,2022,267672,0.48925177082399357,0.5107482291760065,0.439993723661795,0.29943737111091184,0.6805476407055201,1,36.08007074523675,2.114317871211512,2.16,2.52,16.28,0.79,4.06,23.14,0.0,0.81,2.2,1.27,35.26,6.41,2.98,0.0,0.0,9.3,44.240801,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
08,2022,267672,0.48925177082399357,0.5107482291760065,0.439993723661795,0.29943737111091184,0.6805476407055201,2,34.82381390230305,7.955343503160273,0.0,0.0,0.0,0.0,0.0,39.89,0.0,0.0,0.0,0.0,52.16,0.0,0.0,0.0,0.0,9.3,44.240801,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
09,2012,152366,0.4884160508249872,0.5115839491750128,0.41278237927096595,0.30332882664111416,0.7348377911359608,1,18.905055789430662,1.8596476887235869,1.48,2.8,16.55,0.54,18.37,0.0,6.55,1.43,0.0,33.72,16.48,0.0,0.0,0.23,0.0,11.575,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
09,2012,152366,0.4884160508249872,0.5115839491750128,0.41278237927096595,0.30332882664111416,0.7348377911359608,2,18.32955365950393,6.523750927969248,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,60.47,0.0,0.0,0.0,0.0,0.0,11.575,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
09,2017,153153,0.49006549006549005,0.50993450993451,0.3987123987123987,0.3289455642396819,0.8250175823084341,1,22.279388025037232,2.7380568024412346,3.51,0.0,26.04,0.58,12.39,20.34,0.0,1.23,0.0,7.64,21.1,0.0,3.44,0.15,0.83,11.475,37.0441213,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
09,2017,153153,0.49006549006549005,0.50993450993451,0.3987123987123987,0.3289455642396819,0.8250175823084341,2,29.43147868458477,16.100938164900946,0.0,0.0,0.0,0.0,0.0,52.93,0.0,0.0,0.0,0.0,30.97,0.0,0.0,0.0,0.0,11.475,37.0441213,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
09,2022,155022,0.48905961734463493,0.510940382655365,0.3931119454012979,0.3462411786714144,0.8807676845084921,1,26.62241652572571,2.4539681526629864,1.72,3.21,25.43,0.44,2.9,19.22,0.0,0.77,2.87,3.41,23.36,6.19,8.01,0.0,0.0,9.350000000000001,42.8719201,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
09,2022,155022,0.48905961734463493,0.510940382655365,0.3931119454012979,0.3462411786714144,0.8807676845084921,2,33.31728184913098,13.86624260885146,0.0,0.0,0.0,0.0,0.0,44.01,0.0,0.0,0.0,0.0,42.13,0.0,0.0,0.0,0.0,9.350000000000001,42.8719201,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
10,2012,305606,0.4854354953763997,0.5145645046236004,0.4763420875244596,0.2558490343775973,0.5371108368701998,1,22.902970703466927,2.0923507856879824,2.13,1.38,7.76,0.6,29.7,0.0,8.19,0.99,0.0,22.32,24.59,0.0,0.0,0.25,0.0,10.775,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
10,2012,305606,0.4854354953763997,0.5145645046236004,0.4763420875244596,0.2558490343775973,0.5371108368701998,2,23.254124413500833,6.909641289541396,0.0,0.0,0.0,0.0,53.41,0.0,0.0,0.0,0.0,39.68,0.0,0.0,0.0,0.0,0.0,10.775,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
10,2017,310020,0.484755822205019,0.515244177794981,0.4692987549190375,0.27295658344622925,0.5816252418314583,1,23.621555404618668,2.321463225305647,6.21,0.0,13.64,0.67,22.51,18.54,0.0,0.84,0.0,3.97,29.62,0.0,0.7,0.18,0.8,11.95,43.4868602,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
10,2017,310020,0.484755822205019,0.515244177794981,0.4692987549190375,0.27295658344622925,0.5816252418314583,2,28.88130019604123,11.472206412445455,0.0,0.0,0.0,0.0,0.0,47.94,0.0,0.0,0.0,0.0,40.59,0.0,0.0,0.0,0.0,11.95,43.4868602,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
10,2022,311660,0.48752165821728805,0.5124783417827119,0.46558108194827696,0.28602002181864855,0.6143278122340272,1,34.20057845358334,2.283128872407242,2.59,3.02,14.68,0.66,5.83,25.02,0.0,0.69,2.02,1.12,32.2,7.43,2.47,0.0,0.0,9.475,45.7899172,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
10,2022,311660,0.48752165821728805,0.5124783417827119,0.46558108194827696,0.28602002181864855,0.6143278122340272,2,33.24540994549614,7.670721511850215,0.0,0.0,0.0,0.0,0.0,44.61,0.0,0.0,0.0,0.0,47.72,0.0,0.0,0.0,0.0,9.475,45.7899172,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
11,2012,362339,0.4813668967458651,0.5186331032541349,0.4305746828246476,0.29699811502488,0.6897698287941467,1,19.778650967382287,1.9483609566411506,1.44,2.05,12.9,0.51,21.21,0.0,5.93,1.23,0.0,29.81,22.77,0.0,0.0,0.21,0.0,13.05,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
11,2012,362339,0.4813668967458651,0.5186331032541349,0.4305746828246476,0.29699811502488,0.6897698287941467,2,19.619570634985365,7.044468006053521,0.0,0.0,0.0,0.0,40.67,0.0,0.0,0.0,0.0,52.29,0.0,0.0,0.0,0.0,0.0,13.05,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
11,2017,370260,0.48067574137092856,0.5193242586290715,0.4114433101064117,0.32385890995516664,0.7871269622647282,1,23.87761405548793,2.6358582096331693,3.75,0.0,20.95,0.54,14.66,19.54,0.0,1.14,0.0,6.18,27.52,0.0,2.11,0.16,0.81,12.65,49.898360100000005,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
11,2017,370260,0.48067574137092856,0.5193242586290715,0.4114433101064117,0.32385890995516664,0.7871269622647282,2,29.314090038132456,13.51899982925765,0.0,0.0,0.0,0.0,0.0,47.85,0.0,0.0,0.0,0.0,38.63,0.0,0.0,0.0,0.0,12.65,49.898360100000005,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
11,2022,376898,0.48112221343705724,0.5188777865629428,0.3988134720799792,0.342190725342135,0.8580198295148911,1,29.02537392546842,2.087529672051808,1.94,2.91,19.38,0.47,3.39,19.87,0.0,0.81,2.59,2.84,29.51,8.5,5.71,0.0,0.0,10.05,50.1181066,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
11,2022,376898,0.48112221343705724,0.5188777865629428,0.3988134720799792,0.342190725342135,0.8580198295148911,2,32.46289312937369,10.336457707393931,0.0,0.0,0.0,0.0,0.0,40.44,0.0,0.0,0.0,0.0,49.23,0.0,0.0,0.0,0.0,10.05,50.1181066,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
12,2012,276229,0.4906255317146281,0.5093744682853719,0.40561635454640893,0.31809476919512436,0.7842237656493798,1,17.232029723170758,2.4370208105147864,1.66,2.28,11.96,0.52,24.89,0.0,12.25,1.3,0.0,28.72,13.76,0.0,0.0,0.23,0.0,6.825,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
12,2012,276229,0.4906255317146281,0.5093744682853719,0.40561635454640893,0.31809476919512436,0.7842237656493798,2,16.619831178544718,6.449406987926061,0.0,0.0,0.0,0.0,42.64,0.0,0.0,0.0,0.0,50.91,0.0,0.0,0.0,0.0,0.0,6.825,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
12,2017,279206,0.492278102906098,0.507721897093902,0.39240918891427834,0.3388465863914099,0.8635009894338668,1,20.090380323038186,2.988488053744406,4.7,0.0,19.07,0.61,20.16,25.06,0.0,1.28,0.0,5.98,15.72,0.0,3.55,0.17,0.72,6.925,25.449471799999998,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
12,2017,279206,0.492278102906098,0.507721897093902,0.39240918891427834,0.3388465863914099,0.8635009894338668,2,25.21320432032873,13.81265567071841,0.0,0.0,0.0,0.0,0.0,62.75,0.0,0.0,0.0,0.0,23.44,0.0,0.0,0.0,0.0,6.925,25.449471799999998,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
12,2022,279718,0.49419415268234435,0.5058058473176557,0.38492696215474154,0.35630170385888643,0.9256321672875838,1,24.956870783158255,2.6947931790360693,1.98,3.84,18.64,0.51,5.69,27.0,0.0,0.77,2.57,2.55,19.56,5.76,8.44,0.0,0.0,5.675,28.7219954,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
12,2022,279718,0.49419415268234435,0.5058058473176557,0.38492696215474154,0.35630170385888643,0.9256321672875838,2,29.114236803557876,11.909005876850856,0.0,0.0,0.0,0.0,0.0,52.92,0.0,0.0,0.0,0.0,35.17,0.0,0.0,0.0,0.0,5.675,28.7219954,0.012177148517722225,-2.7308998465333048,10.32776865187,17.4,5.2,52.0
13,2012,1984784,0.4779159848124531,0.5220840151875469,0.4924692057170957,0.24081965594240987,0.4890035034540771,1,24.34727342542659,1.5804845015860645,1.33,2.08,13.21,0.34,27.07,0.0,6.25,0.78,0.0,24.12,23.02,0.0,0.0,0.21,0.0,11.85,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
13,2012,1984784,0.4779159848124531,0.5220840151875469,0.4924692057170957,0.24081965594240987,0.4890035034540771,2,23.569870401333866,5.415624585869808,0.0,0.0,0.0,0.0,49.97,0.0,0.0,0.0,0.0,44.62,0.0,0.0,0.0,0.0,0.0,11.85,45.433112837373734,-0.026825633383010472,-0.9475709038077973,8.8,15.6,2.0,54.0
13,2017,2024162,0.47818949273822947,0.5218105072617706,0.48093532039431625,0.2580989071032852,0.5366592127865738,1,27.992404742186512,2.1029649857122608,3.77,0.0,21.56,0.38,19.35,18.96,0.0,0.75,0.0,4.44,26.71,0.0,0.94,0.16,0.88,11.3,75.5658085,0.06590487434643277,-0.7721842612475953,9.7,14.1,1.0,54.1
