id,election_id,candidat_id,code_dept,nb_voix
942,1,9,85,9486
943,1,9,86,5038
944,1,9,87,3634
945,1,9,88,5450
946,1,9,89,4310
947,1,9,90,1343
948,1,9,91,20392
949,1,9,92,9851
950,1,9,93,6978
951,1,9,94,9735
952,1,9,95,9049
953,1,9,ZA,1237
954,1,9,ZB,1563
955,1,9,ZC,416
956,1,9,ZD,3631
957,1,9,ZM,395
958,1,9,ZN,833
959,1,9,ZP,2484
960,1,9,ZS,64
961,1,9,ZW,43
962,1,9,ZX,92
963,1,9,ZZ,5048
964,1,10,01,73096
965,1,10,02,80751
966,1,10,03,61131
967,1,10,04,24551
968,1,10,05,21248
969,1,10,06,111990
970,1,10,07,52156
971,1,10,08,44441
972,1,10,09,33003
973,1,10,10,36967
974,1,10,11,65783
975,1,10,12,53493
976,1,10,13,255052
977,1,10,14,117773
978,1,10,15,30353
979,1,10,16,68691
980,1,10,17,107821
981,1,10,18,48608
982,1,10,19,67070
983,1,10,2A,16540
984,1,10,2B,22489
985,1,10,21,80321
986,1,10,22,125333
987,1,10,23,26447
988,1,10,24,83050
989,1,10,25,76592
990,1,10,26,72207
991,1,10,27,82464
992,1,10,28,60882
993,1,10,29,188720
994,1,10,30,100778
995,1,10,31,227695
996,1,10,32,38446
997,1,10,33,260043
998,1,10,34,160931
999,1,10,35,183935
1000,1,10,36,41505
1001,1,10,37,94210
1002,1,10,38,185538
1003,1,10,39,37910
1004,1,10,40,79861
1005,1,10,41,49347
1006,1,10,42,109122
1007,1,10,43,38253
1008,1,10,44,245708
1009,1,10,45,90617
1010,1,10,46,39369
1011,1,10,47,52893
1012,1,10,48,12579
1013,1,10,49,123534
1014,1,10,50,82773
1015,1,10,51,71432
1016,1,10,52,25970
1017,1,10,53,47146
1018,1,10,54,108870
1019,1,10,55,26313
1020,1,10,56,130453
1021,1,10,57,140323
1022,1,10,58,42631
1023,1,10,59,383471
1024,1,10,60,108574
1025,1,10,61,42159
1026,1,10,62,249971
1027,1,10,63,122244
1028,1,10,64,117823
1029,1,10,65,47983
1030,1,10,66,68593
1031,1,10,67,114702
1032,1,10,68,76580
1033,1,10,69,237779
1034,1,10,70,38661
1035,1,10,71,93198
1036,1,10,72,91722
1037,1,10,73,57469
1038,1,10,74,82482
1039,1,10,75,345635
1040,1,10,76,204448
1041,1,10,77,178537
1042,1,10,78,196485
1043,1,10,79,73911
1044,1,10,80,93379
1045,1,10,81,72647
1046,1,10,82,40297
1047,1,10,83,118023
1048,1,10,84,69878
1049,1,10,85,101079
1050,1,10,86,78591
1051,1,10,87,78249
1052,1,10,88,56495
1053,1,10,89,46667
1054,1,10,90,19484
1055,1,10,91,181506
1056,1,10,92,221233
1057,1,10,93,206537
1058,1,10,94,192781
1059,1,10,95,172658
1060,1,10,ZA,82735
1061,1,10,ZB,76034
1062,1,10,ZC,15943
1063,1,10,ZD,194009
1064,1,10,ZM,13152
1065,1,10,ZN,22235
1066,1,10,ZP,29130
1067,1,10,ZS,888
1068,1,10,ZW,3093
1069,1,10,ZX,2151
1070,1,10,ZZ,114196
1071,2,10,01,131333
1072,2,10,02,147260
1073,2,10,03,111615
1074,2,10,04,49498
1075,2,10,05,42435
1076,2,10,06,203117
1077,2,10,07,101526
1078,2,10,08,75631
1079,2,10,09,59466
1080,2,10,10,65549
1081,2,10,11,115400
1082,2,10,12,95302
1083,2,10,13,474704
1084,2,10,14,205544
1085,2,10,15,49543
1086,2,10,16,118100
1087,2,10,17,188387
1088,2,10,18,92857
1089,2,10,19,98764
1090,2,10,2A,30791
1091,2,10,2B,39357
1092,2,10,21,134936
1093,2,10,22,217609
1094,2,10,23,45870
1095,2,10,24,148011
1096,2,10,25,134575
1097,2,10,26,134959
1098,2,10,27,151327
1099,2,10,28,105676
1100,2,10,29,319789
1101,2,10,30,193487
1102,2,10,31,388800
1103,2,10,32,65606
1104,2,10,33,448634
1105,2,10,34,296422
1106,2,10,35,310905
1107,2,10,36,73616
1108,2,10,37,165293
1109,2,10,38,331448
1110,2,10,39,72321
1111,2,10,40,134872
1112,2,10,41,89182
1113,2,10,42,196522
1114,2,10,43,70488
1115,2,10,44,419484
1116,2,10,45,156289
1117,2,10,46,67981
1118,2,10,47,96766
1119,2,10,48,23991
1120,2,10,49,213611
1121,2,10,50,147006
1122,2,10,51,126156
1123,2,10,52,46965
1124,2,10,53,81922
1125,2,10,54,196628
1126,2,10,55,48860
1127,2,10,56,229248
1128,2,10,57,253281
1129,2,10,58,73424
1130,2,10,59,692273
1131,2,10,60,195701
1132,2,10,61,77579
1133,2,10,62,450103
1134,2,10,63,212597
1135,2,10,64,218964
1136,2,10,65,86809
1137,2,10,66,127625
1138,2,10,67,206891
1139,2,10,68,142724
1140,2,10,69,408899
1141,2,10,70,68656
1142,2,10,71,160751
1143,2,10,72,162975
1144,2,10,73,108686
1145,2,10,74,154622
1146,2,10,75,560461
1147,2,10,76,366616
1148,2,10,77,315576
1149,2,10,78,333079
1150,2,10,79,122858
1151,2,10,80,170529
1152,2,10,81,125133
1153,2,10,82,71186
1154,2,10,83,217384
1155,2,10,84,130281
1156,2,10,85,173686
1157,2,10,86,134754
1158,2,10,87,133467
1159,2,10,88,105371
1160,2,10,89,86610
1161,2,10,90,35866
1162,2,10,91,317663
1163,2,10,92,369128
1164,2,10,93,353260
1165,2,10,94,333347
1166,2,10,95,289520
1167,2,10,ZA,123737
1168,2,10,ZB,114527
1169,2,10,ZC,25880
1170,2,10,ZD,286109
1171,2,10,ZM,18946
1172,2,10,ZN,36239
1173,2,10,ZP,46733
1174,2,10,ZS,2080
1175,2,10,ZW,3795
1176,2,10,ZX,3851
1177,2,10,ZZ,209002
1178,2,3,01,175741
1179,2,3,02,133760
1180,2,3,03,84593
1181,2,3,04,47444
1182,2,3,05,40945
1183,2,3,06,366055
1184,2,3,07,88429
1185,2,3,08,70122
1186,2,3,09,32452
1187,2,3,10,88213
1188,2,3,11,89751
1189,2,3,12,79806
1190,2,3,13,531652
1191,2,3,14,181404
1192,2,3,15,46097
1193,2,3,16,82648
1194,2,3,17,176944
1195,2,3,18,78959
1196,2,3,19,53502
1197,2,3,2A,41835
1198,2,3,2B,46965
1199,2,3,21,143557
1200,2,3,22,150030
1201,2,3,23,29306
1202,2,3,24,102280
1203,2,3,25,145279
1204,2,3,26,139436
1205,2,3,27,166949
1206,2,3,28,121452
1207,2,3,29,223482
1208,2,3,30,202995
1209,2,3,31,272661
1210,2,3,32,50222
1211,2,3,33,343866
1212,2,3,34,281240
1213,2,3,35,247127
1214,2,3,36,58643
1215,2,3,37,157374
1216,2,3,38,304429
1217,2,3,39,74004
1218,2,3,40,101792
1219,2,3,41,98275
1220,2,3,42,192621
1221,2,3,43,66703
1222,2,3,44,324893
1223,2,3,45,183671
1224,2,3,46,41862
1225,2,3,47,91663
1226,2,3,48,24036
1227,2,3,49,223644
1228,2,3,50,147591
1229,2,3,51,156160
1230,2,3,52,56085
